geoRegion,variant_type,date,entries,sumTotal,freq,prct,prct_lower_ci,prct_upper_ci,prct_mean7d,timeframe_all,type,version,classification,data_source
CHFL,B.1.525,2020-09-29,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.526,2020-09-29,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,other_lineages,2020-09-29,34,38,1,100,89.7,100,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,all_sequenced,2020-09-29,34,38,1,100,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.1.7,2020-09-30,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.351,2020-09-30,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.1,2020-09-30,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.2,2020-09-30,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.617,2020-09-30,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.525,2020-09-30,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.526,2020-09-30,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,other_lineages,2020-09-30,54,92,1,100,93.4,100,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,all_sequenced,2020-09-30,54,92,1,100,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.1.7,2020-10-01,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.351,2020-10-01,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.1,2020-10-01,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.2,2020-10-01,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.617,2020-10-01,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.525,2020-10-01,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.526,2020-10-01,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,other_lineages,2020-10-01,46,138,1,100,92.3,100,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,all_sequenced,2020-10-01,46,138,1,100,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.1.7,2020-10-02,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.351,2020-10-02,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.1,2020-10-02,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.2,2020-10-02,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.617,2020-10-02,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.525,2020-10-02,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.526,2020-10-02,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,other_lineages,2020-10-02,0,138,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,all_sequenced,2020-10-02,0,138,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.1.7,2020-10-03,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.351,2020-10-03,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.1,2020-10-03,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.2,2020-10-03,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.617,2020-10-03,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.525,2020-10-03,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.526,2020-10-03,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,other_lineages,2020-10-03,0,138,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,all_sequenced,2020-10-03,0,138,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.1.7,2020-10-04,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.351,2020-10-04,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.1,2020-10-04,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.2,2020-10-04,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.617,2020-10-04,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.525,2020-10-04,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.526,2020-10-04,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,other_lineages,2020-10-04,0,138,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,all_sequenced,2020-10-04,0,138,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.1.7,2020-10-05,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.351,2020-10-05,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.1,2020-10-05,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.2,2020-10-05,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.617,2020-10-05,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.525,2020-10-05,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.526,2020-10-05,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,other_lineages,2020-10-05,0,138,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,all_sequenced,2020-10-05,0,138,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.1.7,2020-10-06,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.351,2020-10-06,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.1,2020-10-06,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.2,2020-10-06,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.617,2020-10-06,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.525,2020-10-06,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.526,2020-10-06,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,other_lineages,2020-10-06,0,138,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,all_sequenced,2020-10-06,0,138,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.1.7,2020-10-07,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.351,2020-10-07,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.1,2020-10-07,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.2,2020-10-07,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.617,2020-10-07,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.525,2020-10-07,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.526,2020-10-07,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,other_lineages,2020-10-07,50,188,1,100,92.9,100,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,all_sequenced,2020-10-07,50,188,1,100,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.1.7,2020-10-08,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.351,2020-10-08,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.1,2020-10-08,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.2,2020-10-08,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.617,2020-10-08,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.525,2020-10-08,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.526,2020-10-08,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,other_lineages,2020-10-08,133,321,1,100,97.3,100,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,all_sequenced,2020-10-08,133,321,1,100,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.1.7,2020-10-09,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.351,2020-10-09,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.1,2020-10-09,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.2,2020-10-09,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.617,2020-10-09,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.525,2020-10-09,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.526,2020-10-09,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,other_lineages,2020-10-09,0,321,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,all_sequenced,2020-10-09,0,321,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.1.7,2020-10-10,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.351,2020-10-10,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.1,2020-10-10,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.2,2020-10-10,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.617,2020-10-10,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.525,2020-10-10,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.526,2020-10-10,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,other_lineages,2020-10-10,17,338,1,100,80.5,100,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,all_sequenced,2020-10-10,17,338,1,100,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.1.7,2020-10-11,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.351,2020-10-11,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.1,2020-10-11,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.2,2020-10-11,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.617,2020-10-11,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.525,2020-10-11,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.526,2020-10-11,0,0,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,other_lineages,2020-10-11,0,338,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,all_sequenced,2020-10-11,0,338,NA,NA,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.1.7,2020-10-12,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.351,2020-10-12,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.1,2020-10-12,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.2,2020-10-12,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.617,2020-10-12,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.525,2020-10-12,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.526,2020-10-12,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,other_lineages,2020-10-12,41,379,1,100,91.4,100,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,all_sequenced,2020-10-12,41,379,1,100,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.1.7,2020-10-13,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.351,2020-10-13,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.1,2020-10-13,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.2,2020-10-13,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.617,2020-10-13,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.525,2020-10-13,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.526,2020-10-13,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,other_lineages,2020-10-13,59,438,1,100,93.9,100,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,all_sequenced,2020-10-13,59,438,1,100,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.1.7,2020-10-14,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.351,2020-10-14,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.1,2020-10-14,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.2,2020-10-14,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.617,2020-10-14,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.525,2020-10-14,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.526,2020-10-14,0,0,0,0,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,other_lineages,2020-10-14,73,511,1,100,95.1,100,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,all_sequenced,2020-10-14,73,511,1,100,NA,NA,NA,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.1.7,2020-10-15,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.351,2020-10-15,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.1,2020-10-15,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.2,2020-10-15,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.617,2020-10-15,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.525,2020-10-15,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.526,2020-10-15,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,other_lineages,2020-10-15,84,595,1,100,95.7,100,100,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,all_sequenced,2020-10-15,84,595,1,100,NA,NA,100,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.1.7,2020-10-16,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.351,2020-10-16,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.1,2020-10-16,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.2,2020-10-16,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.617,2020-10-16,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.525,2020-10-16,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.526,2020-10-16,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,other_lineages,2020-10-16,31,626,1,100,88.8,100,100,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,all_sequenced,2020-10-16,31,626,1,100,NA,NA,100,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.1.7,2020-10-17,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.351,2020-10-17,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.1,2020-10-17,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.2,2020-10-17,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.617,2020-10-17,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.525,2020-10-17,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.526,2020-10-17,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,other_lineages,2020-10-17,29,655,1,100,88.1,100,100,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,all_sequenced,2020-10-17,29,655,1,100,NA,NA,100,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.1.7,2020-10-18,0,0,0,0,NA,NA,0.5,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.351,2020-10-18,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.1,2020-10-18,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.2,2020-10-18,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.617,2020-10-18,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.525,2020-10-18,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.526,2020-10-18,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,other_lineages,2020-10-18,27,682,1,100,87.2,100,99.5,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,all_sequenced,2020-10-18,27,682,1,100,NA,NA,100,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.1.7,2020-10-19,0,0,0,0,NA,NA,0.5,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.351,2020-10-19,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.1,2020-10-19,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,P.2,2020-10-19,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.617,2020-10-19,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.525,2020-10-19,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
CHFL,B.1.526,2020-10-19,0,0,0,0,NA,NA,0,TRUE,COVID19VirusVariants,2021-06-08_08-02-38,default,wgs
