"date","geoRegion","altersklasse_covid19","entries","type_variant","pop","sumTotal","per100Persons","per100PersonsTotal","type","version","granularity","freq","prct"
202101,"AI","60 - 69",0,"altersklasse_covid19",1884,0,0,0,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",NA,NA
202102,"AI","60 - 69",0,"altersklasse_covid19",1884,0,0,0,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",NA,NA
202103,"AI","60 - 69",0,"altersklasse_covid19",1884,0,0,0,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",NA,NA
202104,"AI","60 - 69",6,"altersklasse_covid19",1884,6,0.32,0.32,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.065,6.5
202105,"AI","60 - 69",31,"altersklasse_covid19",1884,37,1.65,1.96,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.103,10.3
202106,"AI","60 - 69",18,"altersklasse_covid19",1884,55,0.96,2.92,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.094,9.4
202107,"AI","60 - 69",61,"altersklasse_covid19",1884,116,3.24,6.16,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.16,16
202108,"AI","60 - 69",3,"altersklasse_covid19",1884,119,0.16,6.32,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.057,5.7
202109,"AI","60 - 69",0,"altersklasse_covid19",1884,119,0,6.32,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",NA,NA
202110,"AI","60 - 69",23,"altersklasse_covid19",1884,142,1.22,7.54,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.242,24.2
202111,"AI","60 - 69",0,"altersklasse_covid19",1884,142,0,7.54,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0,0
202112,"AI","60 - 69",32,"altersklasse_covid19",1884,174,1.7,9.24,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.386,38.6
202113,"AI","60 - 69",12,"altersklasse_covid19",1884,186,0.64,9.87,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.146,14.6
202114,"AI","60 - 69",5,"altersklasse_covid19",1884,191,0.27,10.14,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.227,22.7
202115,"AI","60 - 69",0,"altersklasse_covid19",1884,191,0,10.14,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0,0
202116,"AI","60 - 69",38,"altersklasse_covid19",1884,229,2.02,12.15,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.197,19.7
202117,"AI","60 - 69",216,"altersklasse_covid19",1884,445,11.46,23.62,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.352,35.2
202118,"AI","60 - 69",145,"altersklasse_covid19",1884,590,7.7,31.32,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.495,49.5
202119,"AI","60 - 69",37,"altersklasse_covid19",1884,627,1.96,33.28,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.5,50
202052,"AI","70 - 79",0,"altersklasse_covid19",1332,0,0,0,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",NA,NA
202053,"AI","70 - 79",0,"altersklasse_covid19",1332,0,0,0,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",NA,NA
202101,"AI","70 - 79",0,"altersklasse_covid19",1332,0,0,0,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",NA,NA
202102,"AI","70 - 79",0,"altersklasse_covid19",1332,0,0,0,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",NA,NA
202103,"AI","70 - 79",0,"altersklasse_covid19",1332,0,0,0,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",NA,NA
202104,"AI","70 - 79",17,"altersklasse_covid19",1332,17,1.28,1.28,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.185,18.5
202105,"AI","70 - 79",101,"altersklasse_covid19",1332,118,7.58,8.86,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.334,33.4
202106,"AI","70 - 79",66,"altersklasse_covid19",1332,184,4.95,13.81,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.344,34.4
202107,"AI","70 - 79",133,"altersklasse_covid19",1332,317,9.98,23.8,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.348,34.8
202108,"AI","70 - 79",30,"altersklasse_covid19",1332,347,2.25,26.05,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.566,56.6
202109,"AI","70 - 79",0,"altersklasse_covid19",1332,347,0,26.05,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",NA,NA
202110,"AI","70 - 79",36,"altersklasse_covid19",1332,383,2.7,28.75,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.379,37.9
202111,"AI","70 - 79",8,"altersklasse_covid19",1332,391,0.6,29.35,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.727,72.7
202112,"AI","70 - 79",28,"altersklasse_covid19",1332,419,2.1,31.46,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.337,33.7
202113,"AI","70 - 79",37,"altersklasse_covid19",1332,456,2.78,34.23,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.451,45.1
202114,"AI","70 - 79",11,"altersklasse_covid19",1332,467,0.83,35.06,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.5,50
202115,"AI","70 - 79",11,"altersklasse_covid19",1332,478,0.83,35.89,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",1,100
202116,"AI","70 - 79",86,"altersklasse_covid19",1332,564,6.46,42.34,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.446,44.6
202117,"AI","70 - 79",240,"altersklasse_covid19",1332,804,18.02,60.36,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.392,39.2
202118,"AI","70 - 79",62,"altersklasse_covid19",1332,866,4.65,65.02,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.212,21.2
202119,"AI","70 - 79",7,"altersklasse_covid19",1332,873,0.53,65.54,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.095,9.5
202052,"AI","80+",0,"altersklasse_covid19",952,0,0,0,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",NA,NA
202053,"AI","80+",0,"altersklasse_covid19",952,0,0,0,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",NA,NA
202101,"AI","80+",0,"altersklasse_covid19",952,0,0,0,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",NA,NA
202102,"AI","80+",0,"altersklasse_covid19",952,0,0,0,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",NA,NA
202103,"AI","80+",0,"altersklasse_covid19",952,0,0,0,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",NA,NA
202104,"AI","80+",52,"altersklasse_covid19",952,52,5.46,5.46,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.565,56.5
202105,"AI","80+",141,"altersklasse_covid19",952,193,14.81,20.27,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.467,46.7
202106,"AI","80+",81,"altersklasse_covid19",952,274,8.51,28.78,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.422,42.2
202107,"AI","80+",115,"altersklasse_covid19",952,389,12.08,40.86,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.301,30.1
202108,"AI","80+",19,"altersklasse_covid19",952,408,2,42.86,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.358,35.8
202109,"AI","80+",0,"altersklasse_covid19",952,408,0,42.86,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",NA,NA
202110,"AI","80+",26,"altersklasse_covid19",952,434,2.73,45.59,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.274,27.4
202111,"AI","80+",3,"altersklasse_covid19",952,437,0.32,45.9,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.273,27.3
202112,"AI","80+",6,"altersklasse_covid19",952,443,0.63,46.53,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.072,7.2
202113,"AI","80+",29,"altersklasse_covid19",952,472,3.05,49.58,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.354,35.4
202114,"AI","80+",6,"altersklasse_covid19",952,478,0.63,50.21,"COVID19FullyVaccPersons","2021-05-18_11-59-35","detailed",0.273,27.3
