"geoRegion","datum","entries","sumTotal","timeframe_7d","offset_last7d","sumTotal_last7d","timeframe_14d","offset_last14d","sumTotal_last14d","timeframe_28d","offset_last28d","sumTotal_last28d","timeframe_phase2","offset_Phase2","sumTotal_Phase2","timeframe_phase2b","offset_Phase2b","sumTotal_Phase2b","sum7d","sum14d","mean7d","mean14d","timeframe_all","entries_diff_last_age","pop","inz_entries","inzmean7d","inzmean14d","inzsumTotal","inzsumTotal_last7d","inzsumTotal_last14d","inzsumTotal_last28d","inzsumTotal_Phase2","inzsumTotal_Phase2b","inzsum7d","inzsum14d","sumdelta7d","inzdelta7d","type","type_variant","version","datum_unit","entries_letzter_stand","entries_neu_gemeldet","entries_diff_last"
"CH",2020-03-09,0,3,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,3,3,1.43,2.5,TRUE,1,8606033,0,0.02,0.03,0.03,NA,NA,NA,NA,NA,0.03,0.03,0,0,"COVID19Death","","2021-02-11_07-49-49","day",0,0,22
"CH",2020-03-10,2,5,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,5,5,1.86,3.36,TRUE,1,8606033,0.02,0.02,0.04,0.06,NA,NA,NA,NA,NA,0.06,0.06,2,0.03,"COVID19Death","","2021-02-11_07-49-49","day",2,0,22
"CH",2020-03-11,3,8,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,8,8,2.57,3.93,TRUE,1,8606033,0.03,0.03,0.05,0.09,NA,NA,NA,NA,NA,0.09,0.09,3,0.03,"COVID19Death","","2021-02-11_07-49-49","day",3,0,22
"CH",2020-03-12,4,12,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,10,12,3.57,4.79,TRUE,1,8606033,0.05,0.04,0.06,0.14,NA,NA,NA,NA,NA,0.12,0.14,2,0.03,"COVID19Death","","2021-02-11_07-49-49","day",4,0,22
"CH",2020-03-13,3,15,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,13,15,4.57,6.29,TRUE,1,8606033,0.03,0.05,0.07,0.17,NA,NA,NA,NA,NA,0.15,0.17,3,0.03,"COVID19Death","","2021-02-11_07-49-49","day",3,0,22
"CH",2020-03-14,5,20,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,18,20,6,7.64,TRUE,1,8606033,0.06,0.07,0.09,0.23,NA,NA,NA,NA,NA,0.21,0.23,5,0.06,"COVID19Death","","2021-02-11_07-49-49","day",5,0,22
"CH",2020-03-15,8,28,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,25,28,6.71,8.86,TRUE,1,8606033,0.09,0.08,0.1,0.33,NA,NA,NA,NA,NA,0.29,0.33,7,0.08,"COVID19Death","","2021-02-11_07-49-49","day",8,0,22
"CH",2020-03-16,7,35,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,32,35,8.14,10.5,TRUE,1,8606033,0.08,0.09,0.12,0.41,NA,NA,NA,NA,NA,0.37,0.41,7,0.08,"COVID19Death","","2021-02-11_07-49-49","day",7,0,22
"CH",2020-03-17,12,47,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,42,47,10.71,11.71,TRUE,1,8606033,0.14,0.12,0.14,0.55,NA,NA,NA,NA,NA,0.49,0.55,10,0.12,"COVID19Death","","2021-02-11_07-49-49","day",12,0,22
"CH",2020-03-18,8,55,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,47,55,12.71,14.29,TRUE,1,8606033,0.09,0.15,0.17,0.64,NA,NA,NA,NA,NA,0.55,0.64,5,0.0600000000000001,"COVID19Death","","2021-02-11_07-49-49","day",8,0,22
"CH",2020-03-19,14,69,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,57,67,14.14,16.71,TRUE,1,8606033,0.16,0.16,0.19,0.8,NA,NA,NA,NA,NA,0.66,0.78,10,0.11,"COVID19Death","","2021-02-11_07-49-49","day",14,0,22
"CH",2020-03-20,21,90,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,75,88,16.43,18.79,TRUE,1,8606033,0.24,0.19,0.22,1.05,NA,NA,NA,NA,NA,0.87,1.02,18,0.21,"COVID19Death","","2021-02-11_07-49-49","day",21,0,22
"CH",2020-03-21,19,109,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,89,107,17.43,22.5,TRUE,1,8606033,0.22,0.2,0.26,1.27,NA,NA,NA,NA,NA,1.03,1.24,14,0.16,"COVID19Death","","2021-02-11_07-49-49","day",19,0,22
"CH",2020-03-22,18,127,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,99,124,21.86,25.21,TRUE,1,8606033,0.21,0.25,0.29,1.48,NA,NA,NA,NA,NA,1.15,1.44,10,0.12,"COVID19Death","","2021-02-11_07-49-49","day",18,0,22
"CH",2020-03-23,23,150,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,115,147,25.29,28.86,TRUE,1,8606033,0.27,0.29,0.34,1.74,NA,NA,NA,NA,NA,1.34,1.71,16,0.19,"COVID19Death","","2021-02-11_07-49-49","day",23,0,22
"CH",2020-03-24,19,169,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,122,164,26.86,31.14,TRUE,1,8606033,0.22,0.31,0.36,1.96,NA,NA,NA,NA,NA,1.42,1.91,7,0.0799999999999998,"COVID19Death","","2021-02-11_07-49-49","day",19,0,22
"CH",2020-03-25,39,208,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,153,200,32.29,34.64,TRUE,1,8606033,0.45,0.38,0.4,2.42,NA,NA,NA,NA,NA,1.78,2.32,31,0.36,"COVID19Death","","2021-02-11_07-49-49","day",39,0,22
"CH",2020-03-26,38,246,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,177,234,36.29,37.93,TRUE,1,8606033,0.44,0.42,0.44,2.86,NA,NA,NA,NA,NA,2.06,2.72,24,0.28,"COVID19Death","","2021-02-11_07-49-49","day",38,0,22
"CH",2020-03-27,32,278,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,188,263,41.29,40.5,TRUE,1,8606033,0.37,0.48,0.47,3.23,NA,NA,NA,NA,NA,2.18,3.06,11,0.12,"COVID19Death","","2021-02-11_07-49-49","day",32,0,22
"CH",2020-03-28,57,335,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,226,315,44.86,43.07,TRUE,1,8606033,0.66,0.52,0.5,3.89,NA,NA,NA,NA,NA,2.63,3.66,38,0.45,"COVID19Death","","2021-02-11_07-49-49","day",57,0,22
"CH",2020-03-29,46,381,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,254,353,47.43,45.36,TRUE,1,8606033,0.53,0.55,0.53,4.43,NA,NA,NA,NA,NA,2.95,4.1,28,0.32,"COVID19Death","","2021-02-11_07-49-49","day",46,0,22
"CH",2020-03-30,58,439,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,289,404,50.57,47.29,TRUE,1,8606033,0.67,0.59,0.55,5.1,NA,NA,NA,NA,NA,3.36,4.69,35,0.41,"COVID19Death","","2021-02-11_07-49-49","day",58,0,22
"CH",2020-03-31,44,483,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,314,436,54.14,49.93,TRUE,1,8606033,0.51,0.63,0.58,5.61,NA,NA,NA,NA,NA,3.65,5.07,25,0.29,"COVID19Death","","2021-02-11_07-49-49","day",44,0,22
"CH",2020-04-01,57,540,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,332,485,53.86,51.29,TRUE,1,8606033,0.66,0.63,0.6,6.27,NA,NA,NA,NA,NA,3.86,5.64,18,0.21,"COVID19Death","","2021-02-11_07-49-49","day",57,0,22
"CH",2020-04-02,60,600,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,354,531,54.43,51.71,TRUE,1,8606033,0.7,0.63,0.6,6.97,NA,NA,NA,NA,NA,4.11,6.17,22,0.25,"COVID19Death","","2021-02-11_07-49-49","day",60,0,22
"CH",2020-04-03,57,657,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,379,567,53.29,53.14,TRUE,1,8606033,0.66,0.62,0.62,7.63,NA,NA,NA,NA,NA,4.4,6.59,25,0.29,"COVID19Death","","2021-02-11_07-49-49","day",57,0,22
"CH",2020-04-04,55,712,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,377,603,55,52.29,TRUE,1,8606033,0.64,0.64,0.61,8.27,NA,NA,NA,NA,NA,4.38,7.01,-2,-0.0200000000000005,"COVID19Death","","2021-02-11_07-49-49","day",55,0,22
"CH",2020-04-05,50,762,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,381,635,55.14,51.57,TRUE,1,8606033,0.58,0.64,0.6,8.85,NA,NA,NA,NA,NA,4.43,7.38,4,0.0499999999999998,"COVID19Death","","2021-02-11_07-49-49","day",50,0,22
"CH",2020-04-06,50,812,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,373,662,52.86,50,TRUE,1,8606033,0.58,0.61,0.58,9.44,NA,NA,NA,NA,NA,4.33,7.69,-8,-0.0999999999999996,"COVID19Death","","2021-02-11_07-49-49","day",50,0,22
"CH",2020-04-07,56,868,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,385,699,52.14,49.5,TRUE,1,8606033,0.65,0.61,0.58,10.09,NA,NA,NA,NA,NA,4.47,8.12,12,0.14,"COVID19Death","","2021-02-11_07-49-49","day",56,0,22
"CH",2020-04-08,58,926,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,386,718,50.71,48.14,TRUE,1,8606033,0.67,0.59,0.56,10.76,NA,NA,NA,NA,NA,4.49,8.34,1,0.0200000000000005,"COVID19Death","","2021-02-11_07-49-49","day",58,0,22
"CH",2020-04-09,44,970,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,370,724,48.71,46.57,TRUE,1,8606033,0.51,0.57,0.54,11.27,NA,NA,NA,NA,NA,4.3,8.41,-16,-0.19,"COVID19Death","","2021-02-11_07-49-49","day",44,0,22
"CH",2020-04-10,52,1022,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,365,744,46.71,45.07,TRUE,1,8606033,0.6,0.54,0.52,11.88,NA,NA,NA,NA,NA,4.24,8.65,-5,-0.0599999999999996,"COVID19Death","","2021-02-11_07-49-49","day",52,0,22
"CH",2020-04-11,45,1067,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,355,732,44,43.57,TRUE,1,8606033,0.52,0.51,0.51,12.4,NA,NA,NA,NA,NA,4.13,8.51,-10,-0.11,"COVID19Death","","2021-02-11_07-49-49","day",45,0,22
"CH",2020-04-12,36,1103,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,341,722,41.14,41.5,TRUE,1,8606033,0.42,0.48,0.48,12.82,NA,NA,NA,NA,NA,3.96,8.39,-14,-0.17,"COVID19Death","","2021-02-11_07-49-49","day",36,0,22
"CH",2020-04-13,36,1139,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,327,700,40.29,40.64,TRUE,1,8606033,0.42,0.47,0.47,13.23,NA,NA,NA,NA,NA,3.8,8.13,-14,-0.16,"COVID19Death","","2021-02-11_07-49-49","day",36,0,22
"CH",2020-04-14,37,1176,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,308,693,38,39,TRUE,1,8606033,0.43,0.44,0.45,13.66,NA,NA,NA,NA,NA,3.58,8.05,-19,-0.22,"COVID19Death","","2021-02-11_07-49-49","day",37,0,22
"CH",2020-04-15,38,1214,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,288,674,36.43,36.79,TRUE,1,8606033,0.44,0.42,0.43,14.11,NA,NA,NA,NA,NA,3.35,7.83,-20,-0.23,"COVID19Death","","2021-02-11_07-49-49","day",38,0,22
"CH",2020-04-16,38,1252,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,282,652,34.29,35.86,TRUE,1,8606033,0.44,0.4,0.42,14.55,NA,NA,NA,NA,NA,3.28,7.58,-6,-0.0700000000000003,"COVID19Death","","2021-02-11_07-49-49","day",38,0,22
"CH",2020-04-17,36,1288,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,266,631,34.57,34.07,TRUE,1,8606033,0.42,0.4,0.4,14.97,NA,NA,NA,NA,NA,3.09,7.33,-16,-0.19,"COVID19Death","","2021-02-11_07-49-49","day",36,0,22
"CH",2020-04-18,34,1322,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,255,610,34,32.64,TRUE,1,8606033,0.4,0.4,0.38,15.36,NA,NA,NA,NA,NA,2.96,7.09,-11,-0.13,"COVID19Death","","2021-02-11_07-49-49","day",34,0,22
"CH",2020-04-19,21,1343,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,240,581,32.43,31,TRUE,1,8606033,0.24,0.38,0.36,15.61,NA,NA,NA,NA,NA,2.79,6.75,-15,-0.17,"COVID19Death","","2021-02-11_07-49-49","day",21,0,22
"CH",2020-04-20,38,1381,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,242,569,31.43,30.07,TRUE,1,8606033,0.44,0.37,0.35,16.05,NA,NA,NA,NA,NA,2.81,6.61,2,0.02,"COVID19Death","","2021-02-11_07-49-49","day",38,0,22
"CH",2020-04-21,33,1414,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,238,546,30.14,28.29,TRUE,1,8606033,0.38,0.35,0.33,16.43,NA,NA,NA,NA,NA,2.77,6.34,-4,-0.04,"COVID19Death","","2021-02-11_07-49-49","day",33,0,22
"CH",2020-04-22,27,1441,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,227,515,28.86,26.36,TRUE,1,8606033,0.31,0.34,0.31,16.74,NA,NA,NA,NA,NA,2.64,5.98,-11,-0.13,"COVID19Death","","2021-02-11_07-49-49","day",27,0,22
"CH",2020-04-23,31,1472,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,220,502,27.71,24.57,TRUE,1,8606033,0.36,0.32,0.29,17.1,NA,NA,NA,NA,NA,2.56,5.83,-7,-0.0800000000000001,"COVID19Death","","2021-02-11_07-49-49","day",31,0,22
"CH",2020-04-24,27,1499,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,211,477,25.57,22.86,TRUE,1,8606033,0.31,0.3,0.27,17.42,NA,NA,NA,NA,NA,2.45,5.54,-9,-0.11,"COVID19Death","","2021-02-11_07-49-49","day",27,0,22
"CH",2020-04-25,25,1524,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,202,457,22.57,21.07,TRUE,1,8606033,0.29,0.26,0.24,17.71,NA,NA,NA,NA,NA,2.35,5.31,-9,-0.1,"COVID19Death","","2021-02-11_07-49-49","day",25,0,22
"CH",2020-04-26,13,1537,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,194,434,20.29,20.14,TRUE,1,8606033,0.15,0.24,0.23,17.86,NA,NA,NA,NA,NA,2.25,5.04,-8,-0.1,"COVID19Death","","2021-02-11_07-49-49","day",13,0,22
"CH",2020-04-27,23,1560,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,179,421,17.71,18.07,TRUE,1,8606033,0.27,0.21,0.21,18.13,NA,NA,NA,NA,NA,2.08,4.89,-15,-0.17,"COVID19Death","","2021-02-11_07-49-49","day",23,0,22
"CH",2020-04-28,12,1572,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,158,396,15.57,16.43,TRUE,1,8606033,0.14,0.18,0.19,18.27,NA,NA,NA,NA,NA,1.84,4.6,-21,-0.24,"COVID19Death","","2021-02-11_07-49-49","day",12,0,22
"CH",2020-04-29,11,1583,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,142,369,13.29,14.79,TRUE,1,8606033,0.13,0.15,0.17,18.39,NA,NA,NA,NA,NA,1.65,4.29,-16,-0.19,"COVID19Death","","2021-02-11_07-49-49","day",11,0,22
"CH",2020-04-30,13,1596,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,124,344,12.57,13.43,TRUE,1,8606033,0.15,0.15,0.16,18.55,NA,NA,NA,NA,NA,1.44,4,-18,-0.21,"COVID19Death","","2021-02-11_07-49-49","day",13,0,22
"CH",2020-05-01,12,1608,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,109,320,10.57,12,TRUE,1,8606033,0.14,0.12,0.14,18.68,NA,NA,NA,NA,NA,1.27,3.72,-15,-0.17,"COVID19Death","","2021-02-11_07-49-49","day",12,0,22
"CH",2020-05-02,9,1617,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,93,295,10.29,10.57,TRUE,1,8606033,0.1,0.12,0.12,18.79,NA,NA,NA,NA,NA,1.08,3.43,-16,-0.19,"COVID19Death","","2021-02-11_07-49-49","day",9,0,22
"CH",2020-05-03,8,1625,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,88,282,9.29,10.14,TRUE,1,8606033,0.09,0.11,0.12,18.88,NA,NA,NA,NA,NA,1.02,3.28,-5,-0.0600000000000001,"COVID19Death","","2021-02-11_07-49-49","day",8,0,22
"CH",2020-05-04,9,1634,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,74,253,9.14,8.71,TRUE,1,8606033,0.1,0.11,0.1,18.99,NA,NA,NA,NA,NA,0.86,2.94,-14,-0.16,"COVID19Death","","2021-02-11_07-49-49","day",9,0,22
"CH",2020-05-05,10,1644,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,72,230,8.43,7.93,TRUE,1,8606033,0.12,0.1,0.09,19.1,NA,NA,NA,NA,NA,0.84,2.67,-2,-0.02,"COVID19Death","","2021-02-11_07-49-49","day",10,0,22
"CH",2020-05-06,4,1648,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,65,207,7.86,7.21,TRUE,1,8606033,0.05,0.09,0.08,19.15,NA,NA,NA,NA,NA,0.76,2.41,-7,-0.08,"COVID19Death","","2021-02-11_07-49-49","day",4,0,22
"CH",2020-05-07,12,1660,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,64,188,7.71,6.43,TRUE,1,8606033,0.14,0.09,0.07,19.29,NA,NA,NA,NA,NA,0.74,2.18,-1,-0.02,"COVID19Death","","2021-02-11_07-49-49","day",12,0,22
"CH",2020-05-08,7,1667,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,59,168,6.86,5.93,TRUE,1,8606033,0.08,0.08,0.07,19.37,NA,NA,NA,NA,NA,0.69,1.95,-5,-0.05,"COVID19Death","","2021-02-11_07-49-49","day",7,0,22
"CH",2020-05-09,5,1672,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,55,148,5.57,5.36,TRUE,1,8606033,0.06,0.06,0.06,19.43,NA,NA,NA,NA,NA,0.64,1.72,-4,-0.0499999999999999,"COVID19Death","","2021-02-11_07-49-49","day",5,0,22
"CH",2020-05-10,7,1679,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,54,142,5.14,5.07,TRUE,1,8606033,0.08,0.06,0.06,19.51,NA,NA,NA,NA,NA,0.63,1.65,-1,-0.01,"COVID19Death","","2021-02-11_07-49-49","day",7,0,22
"CH",2020-05-11,3,1682,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,48,122,3.71,4.64,TRUE,1,8606033,0.03,0.04,0.05,19.54,NA,NA,NA,NA,NA,0.56,1.42,-6,-0.07,"COVID19Death","","2021-02-11_07-49-49","day",3,0,22
"CH",2020-05-12,1,1683,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,39,111,3.43,4.21,TRUE,1,8606033,0.01,0.04,0.05,19.56,NA,NA,NA,NA,NA,0.45,1.29,-9,-0.11,"COVID19Death","","2021-02-11_07-49-49","day",1,0,22
"CH",2020-05-13,1,1684,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,36,101,2.86,3.93,TRUE,1,8606033,0.01,0.03,0.05,19.57,NA,NA,NA,NA,NA,0.42,1.17,-3,-0.03,"COVID19Death","","2021-02-11_07-49-49","day",1,0,22
"CH",2020-05-14,2,1686,FALSE,8838,0,FALSE,8652,0,FALSE,8057,0,FALSE,1715,0,FALSE,1816,0,26,90,2.43,3.43,TRUE,1,8606033,0.02,0.03,0.04,19.59,NA,NA,NA,NA,NA,0.3,1.05,-10,-0.12,"COVID19Death","","2021-02-11_07-49-49","day",2,0,22
