"date","geoRegion","sex","entries","type_variant","pop","sumTotal","per100Persons","per100PersonsTotal","type","version","granularity","freq","prct"
202117,"AG","unknown",0,"sex",NA,1,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202118,"AG","unknown",0,"sex",NA,1,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202119,"AG","unknown",0,"sex",NA,1,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202120,"AG","unknown",1,"sex",NA,2,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202052,"AI","male",9,"sex",8303,9,0.11,0.11,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.205,20.5
202053,"AI","male",0,"sex",8303,9,0,0.11,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",NA,NA
202101,"AI","male",180,"sex",8303,189,2.17,2.28,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.511,51.1
202102,"AI","male",94,"sex",8303,283,1.13,3.41,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.485,48.5
202103,"AI","male",177,"sex",8303,460,2.13,5.54,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.494,49.4
202104,"AI","male",40,"sex",8303,500,0.48,6.02,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.488,48.8
202105,"AI","male",6,"sex",8303,506,0.07,6.09,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.333,33.3
202106,"AI","male",44,"sex",8303,550,0.53,6.62,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.431,43.1
202107,"AI","male",7,"sex",8303,557,0.08,6.71,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.368,36.8
202108,"AI","male",26,"sex",8303,583,0.31,7.02,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.473,47.3
202109,"AI","male",35,"sex",8303,618,0.42,7.44,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.467,46.7
202110,"AI","male",5,"sex",8303,623,0.06,7.5,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.5,50
202111,"AI","male",5,"sex",8303,628,0.06,7.56,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.455,45.5
202112,"AI","male",101,"sex",8303,729,1.22,8.78,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.399,39.9
202113,"AI","male",277,"sex",8303,1006,3.34,12.12,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.48,48
202114,"AI","male",140,"sex",8303,1146,1.69,13.8,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.486,48.6
202115,"AI","male",48,"sex",8303,1194,0.58,14.38,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.516,51.6
202116,"AI","male",226,"sex",8303,1420,2.72,17.1,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.501,50.1
202117,"AI","male",245,"sex",8303,1665,2.95,20.05,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.508,50.8
202118,"AI","male",200,"sex",8303,1865,2.41,22.46,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.499,49.9
202119,"AI","male",220,"sex",8303,2085,2.65,25.11,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.534,53.4
202120,"AI","male",174,"sex",8303,2259,2.1,27.21,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.535,53.5
202052,"AI","female",35,"sex",7825,35,0.45,0.45,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.795,79.5
202053,"AI","female",0,"sex",7825,35,0,0.45,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",NA,NA
202101,"AI","female",172,"sex",7825,207,2.2,2.65,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.489,48.9
202102,"AI","female",100,"sex",7825,307,1.28,3.92,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.515,51.5
202103,"AI","female",181,"sex",7825,488,2.31,6.24,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.506,50.6
202104,"AI","female",42,"sex",7825,530,0.54,6.77,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.512,51.2
202105,"AI","female",12,"sex",7825,542,0.15,6.93,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.667,66.7
202106,"AI","female",58,"sex",7825,600,0.74,7.67,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.569,56.9
202107,"AI","female",12,"sex",7825,612,0.15,7.82,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.632,63.2
202108,"AI","female",29,"sex",7825,641,0.37,8.19,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.527,52.7
202109,"AI","female",40,"sex",7825,681,0.51,8.7,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.533,53.3
202110,"AI","female",5,"sex",7825,686,0.06,8.77,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.5,50
202111,"AI","female",6,"sex",7825,692,0.08,8.84,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.545,54.5
202112,"AI","female",152,"sex",7825,844,1.94,10.79,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.601,60.1
202113,"AI","female",300,"sex",7825,1144,3.83,14.62,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.52,52
202114,"AI","female",148,"sex",7825,1292,1.89,16.51,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.514,51.4
202115,"AI","female",45,"sex",7825,1337,0.58,17.09,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.484,48.4
202116,"AI","female",225,"sex",7825,1562,2.88,19.96,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.499,49.9
202117,"AI","female",237,"sex",7825,1799,3.03,22.99,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.492,49.2
202118,"AI","female",201,"sex",7825,2000,2.57,25.56,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.501,50.1
202119,"AI","female",192,"sex",7825,2192,2.45,28.01,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.466,46.6
202120,"AI","female",151,"sex",7825,2343,1.93,29.94,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.465,46.5
202052,"AI","unknown",0,"sex",NA,0,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202053,"AI","unknown",0,"sex",NA,0,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",NA,NA
202101,"AI","unknown",0,"sex",NA,0,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202102,"AI","unknown",0,"sex",NA,0,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202103,"AI","unknown",0,"sex",NA,0,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202104,"AI","unknown",0,"sex",NA,0,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202105,"AI","unknown",0,"sex",NA,0,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202106,"AI","unknown",0,"sex",NA,0,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202107,"AI","unknown",0,"sex",NA,0,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202108,"AI","unknown",0,"sex",NA,0,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202109,"AI","unknown",0,"sex",NA,0,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202110,"AI","unknown",0,"sex",NA,0,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202111,"AI","unknown",0,"sex",NA,0,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202112,"AI","unknown",0,"sex",NA,0,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202113,"AI","unknown",0,"sex",NA,0,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202114,"AI","unknown",0,"sex",NA,0,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202115,"AI","unknown",0,"sex",NA,0,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202116,"AI","unknown",0,"sex",NA,0,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202117,"AI","unknown",0,"sex",NA,0,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202118,"AI","unknown",0,"sex",NA,0,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202119,"AI","unknown",0,"sex",NA,0,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202120,"AI","unknown",0,"sex",NA,0,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202052,"AR","male",0,"sex",27938,0,0,0,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",NA,NA
202053,"AR","male",1,"sex",27938,1,0,0,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",1,100
202101,"AR","male",226,"sex",27938,227,0.81,0.81,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.324,32.4
202102,"AR","male",0,"sex",27938,227,0,0.81,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",NA,NA
202103,"AR","male",665,"sex",27938,892,2.38,3.19,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.485,48.5
202104,"AR","male",531,"sex",27938,1423,1.9,5.09,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.516,51.6
202105,"AR","male",0,"sex",27938,1423,0,5.09,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",NA,NA
202106,"AR","male",7,"sex",27938,1430,0.03,5.12,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.318,31.8
202107,"AR","male",112,"sex",27938,1542,0.4,5.52,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.479,47.9
202108,"AR","male",106,"sex",27938,1648,0.38,5.9,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.558,55.8
202109,"AR","male",90,"sex",27938,1738,0.32,6.22,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.479,47.9
202110,"AR","male",180,"sex",27938,1918,0.64,6.87,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.523,52.3
202111,"AR","male",508,"sex",27938,2426,1.82,8.68,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.523,52.3
202112,"AR","male",597,"sex",27938,3023,2.14,10.82,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.472,47.2
202113,"AR","male",496,"sex",27938,3519,1.78,12.6,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.462,46.2
202114,"AR","male",651,"sex",27938,4170,2.33,14.93,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.476,47.6
202115,"AR","male",517,"sex",27938,4687,1.85,16.78,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.465,46.5
202116,"AR","male",270,"sex",27938,4957,0.97,17.74,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.513,51.3
202117,"AR","male",424,"sex",27938,5381,1.52,19.26,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.492,49.2
202118,"AR","male",558,"sex",27938,5939,2,21.26,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.4,40
202119,"AR","male",850,"sex",27938,6789,3.04,24.3,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.471,47.1
202120,"AR","male",1398,"sex",27938,8187,5,29.3,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.542,54.2
202052,"AR","female",0,"sex",27507,0,0,0,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",NA,NA
202053,"AR","female",0,"sex",27507,0,0,0,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202101,"AR","female",471,"sex",27507,471,1.71,1.71,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.675,67.5
202102,"AR","female",0,"sex",27507,471,0,1.71,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",NA,NA
202103,"AR","female",705,"sex",27507,1176,2.56,4.28,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.515,51.5
202104,"AR","female",499,"sex",27507,1675,1.81,6.09,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.484,48.4
202105,"AR","female",0,"sex",27507,1675,0,6.09,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",NA,NA
202106,"AR","female",15,"sex",27507,1690,0.05,6.14,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.682,68.2
202107,"AR","female",122,"sex",27507,1812,0.44,6.59,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.521,52.1
202108,"AR","female",84,"sex",27507,1896,0.31,6.89,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.442,44.2
202109,"AR","female",98,"sex",27507,1994,0.36,7.25,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.521,52.1
202110,"AR","female",164,"sex",27507,2158,0.6,7.85,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.477,47.7
202111,"AR","female",464,"sex",27507,2622,1.69,9.53,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.477,47.7
202112,"AR","female",667,"sex",27507,3289,2.42,11.96,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.528,52.8
202113,"AR","female",578,"sex",27507,3867,2.1,14.06,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.538,53.8
202114,"AR","female",718,"sex",27507,4585,2.61,16.67,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.524,52.4
202115,"AR","female",595,"sex",27507,5180,2.16,18.83,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.535,53.5
202116,"AR","female",256,"sex",27507,5436,0.93,19.76,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.487,48.7
202117,"AR","female",438,"sex",27507,5874,1.59,21.35,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.508,50.8
202118,"AR","female",838,"sex",27507,6712,3.05,24.4,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.6,60
202119,"AR","female",953,"sex",27507,7665,3.46,27.87,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.529,52.9
202120,"AR","female",1183,"sex",27507,8848,4.3,32.17,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.458,45.8
202052,"AR","unknown",0,"sex",NA,0,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",NA,NA
202053,"AR","unknown",0,"sex",NA,0,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202101,"AR","unknown",1,"sex",NA,1,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0.001,0.1
202102,"AR","unknown",0,"sex",NA,1,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",NA,NA
202103,"AR","unknown",0,"sex",NA,1,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202104,"AR","unknown",0,"sex",NA,1,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202105,"AR","unknown",0,"sex",NA,1,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",NA,NA
202106,"AR","unknown",0,"sex",NA,1,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202107,"AR","unknown",0,"sex",NA,1,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202108,"AR","unknown",0,"sex",NA,1,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202109,"AR","unknown",0,"sex",NA,1,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202110,"AR","unknown",0,"sex",NA,1,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202111,"AR","unknown",0,"sex",NA,1,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202112,"AR","unknown",0,"sex",NA,1,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202113,"AR","unknown",0,"sex",NA,1,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202114,"AR","unknown",0,"sex",NA,1,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202115,"AR","unknown",0,"sex",NA,1,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202116,"AR","unknown",0,"sex",NA,1,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202117,"AR","unknown",0,"sex",NA,1,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202118,"AR","unknown",0,"sex",NA,1,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202119,"AR","unknown",0,"sex",NA,1,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
202120,"AR","unknown",0,"sex",NA,1,NA,NA,"COVID19AtLeastOneDosePersons","2021-05-25_11-55-54","detailed",0,0
