date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202116,AG,male,3779,sex,344733,32068,1.1,9.3,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.482,48.199999999999996
202117,AG,male,4457,sex,344733,36525,1.29,10.6,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.474,47.4
202118,AG,male,5438,sex,344733,41963,1.58,12.17,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.468,46.800000000000004
202119,AG,male,5932,sex,344733,47895,1.72,13.89,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.418,41.8
202120,AG,male,10045,sex,344733,57940,2.91,16.81,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.472,47.199999999999996
202121,AG,male,8239,sex,344733,66179,2.39,19.2,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.491,49.1
202052,AG,female,0,sex,341112,0,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202053,AG,female,0,sex,341112,0,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202101,AG,female,2,sex,341112,2,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.5,50
202102,AG,female,0,sex,341112,2,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202103,AG,female,100,sex,341112,102,0.03,0.03,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.694,69.39999999999999
202104,AG,female,550,sex,341112,652,0.16,0.19,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.572,57.199999999999996
202105,AG,female,1466,sex,341112,2118,0.43,0.62,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.563,56.3
202106,AG,female,1212,sex,341112,3330,0.36,0.98,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.515,51.5
202107,AG,female,2758,sex,341112,6088,0.81,1.78,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.53,53
202108,AG,female,3839,sex,341112,9927,1.13,2.91,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.598,59.8
202109,AG,female,3540,sex,341112,13467,1.04,3.95,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.6,60
202110,AG,female,3024,sex,341112,16491,0.89,4.83,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.595,59.5
202111,AG,female,3085,sex,341112,19576,0.9,5.74,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.56,56.00000000000001
202112,AG,female,4526,sex,341112,24102,1.33,7.07,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.533,53.300000000000004
202113,AG,female,3244,sex,341112,27346,0.95,8.02,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.523,52.300000000000004
202114,AG,female,4390,sex,341112,31736,1.29,9.3,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.529,52.900000000000006
202115,AG,female,3236,sex,341112,34972,0.95,10.25,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.533,53.300000000000004
202116,AG,female,4055,sex,341112,39027,1.19,11.44,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.518,51.800000000000004
202117,AG,female,4955,sex,341112,43982,1.45,12.89,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.526,52.6
202118,AG,female,6178,sex,341112,50160,1.81,14.7,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.532,53.2
202119,AG,female,8269,sex,341112,58429,2.42,17.13,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.582,58.199999999999996
202120,AG,female,11219,sex,341112,69648,3.29,20.42,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.528,52.800000000000004
202121,AG,female,8555,sex,341112,78203,2.51,22.93,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.509,50.9
202052,AG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202053,AG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202101,AG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202102,AG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202103,AG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202104,AG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202105,AG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202106,AG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202107,AG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202108,AG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202109,AG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202110,AG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202111,AG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202112,AG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202113,AG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202114,AG,unknown,1,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202115,AG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202116,AG,unknown,1,sex,NA,2,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202117,AG,unknown,0,sex,NA,2,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202118,AG,unknown,0,sex,NA,2,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202119,AG,unknown,0,sex,NA,2,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202120,AG,unknown,0,sex,NA,2,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202121,AG,unknown,0,sex,NA,2,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202052,AI,male,0,sex,8303,0,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202053,AI,male,0,sex,8303,0,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202101,AI,male,0,sex,8303,0,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202102,AI,male,0,sex,8303,0,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202103,AI,male,0,sex,8303,0,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202104,AI,male,28,sex,8303,28,0.34,0.34,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.304,30.4
202105,AI,male,157,sex,8303,185,1.89,2.23,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.52,52
202106,AI,male,95,sex,8303,280,1.14,3.37,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.495,49.5
202107,AI,male,189,sex,8303,469,2.28,5.65,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.495,49.5
202108,AI,male,26,sex,8303,495,0.31,5.96,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.491,49.1
202109,AI,male,0,sex,8303,495,0,5.96,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202110,AI,male,43,sex,8303,538,0.52,6.48,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.453,45.300000000000004
202111,AI,male,3,sex,8303,541,0.04,6.52,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.273,27.3
202112,AI,male,34,sex,8303,575,0.41,6.93,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.41,41
202113,AI,male,40,sex,8303,615,0.48,7.41,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.488,48.8
202114,AI,male,10,sex,8303,625,0.12,7.53,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.455,45.5
202115,AI,male,4,sex,8303,629,0.05,7.58,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.364,36.4
202116,AI,male,82,sex,8303,711,0.99,8.56,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.425,42.5
202117,AI,male,287,sex,8303,998,3.46,12.02,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.468,46.800000000000004
202118,AI,male,142,sex,8303,1140,1.71,13.73,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.485,48.5
202119,AI,male,37,sex,8303,1177,0.45,14.18,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.5,50
202120,AI,male,226,sex,8303,1403,2.72,16.9,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.501,50.1
202121,AI,male,245,sex,8303,1648,2.95,19.85,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.514,51.4
202052,AI,female,0,sex,7825,0,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202053,AI,female,0,sex,7825,0,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202101,AI,female,0,sex,7825,0,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202102,AI,female,0,sex,7825,0,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202103,AI,female,0,sex,7825,0,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202104,AI,female,64,sex,7825,64,0.82,0.82,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.696,69.6
202105,AI,female,145,sex,7825,209,1.85,2.67,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.48,48
202106,AI,female,97,sex,7825,306,1.24,3.91,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.505,50.5
202107,AI,female,193,sex,7825,499,2.47,6.38,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.505,50.5
202108,AI,female,27,sex,7825,526,0.35,6.72,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.509,50.9
202109,AI,female,0,sex,7825,526,0,6.72,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202110,AI,female,52,sex,7825,578,0.66,7.39,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.547,54.7
202111,AI,female,8,sex,7825,586,0.1,7.49,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.727,72.7
202112,AI,female,49,sex,7825,635,0.63,8.12,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.59,59
202113,AI,female,42,sex,7825,677,0.54,8.65,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.512,51.2
202114,AI,female,12,sex,7825,689,0.15,8.81,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.545,54.50000000000001
202115,AI,female,7,sex,7825,696,0.09,8.89,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.636,63.6
202116,AI,female,111,sex,7825,807,1.42,10.31,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.575,57.49999999999999
202117,AI,female,326,sex,7825,1133,4.17,14.48,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.532,53.2
202118,AI,female,151,sex,7825,1284,1.93,16.41,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.515,51.5
202119,AI,female,37,sex,7825,1321,0.47,16.88,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.5,50
202120,AI,female,225,sex,7825,1546,2.88,19.76,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.499,49.9
202121,AI,female,232,sex,7825,1778,2.96,22.72,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.486,48.6
202052,AI,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202053,AI,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202101,AI,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202102,AI,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202103,AI,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202104,AI,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202105,AI,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202106,AI,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202107,AI,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202108,AI,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202109,AI,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202110,AI,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202111,AI,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202112,AI,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202113,AI,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202114,AI,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202115,AI,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202116,AI,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202117,AI,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202118,AI,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202119,AI,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202120,AI,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202121,AI,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202052,AR,male,0,sex,27938,0,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202053,AR,male,1,sex,27938,1,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,1,100
202101,AR,male,0,sex,27938,1,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202102,AR,male,0,sex,27938,1,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202103,AR,male,1,sex,27938,2,0,0.01,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,1,100
202104,AR,male,190,sex,27938,192,0.68,0.69,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.315,31.5
202105,AR,male,0,sex,27938,192,0,0.69,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202106,AR,male,64,sex,27938,256,0.23,0.92,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.284,28.4
202107,AR,male,569,sex,27938,825,2.04,2.95,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.523,52.300000000000004
202108,AR,male,326,sex,27938,1151,1.17,4.12,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.535,53.5
202109,AR,male,211,sex,27938,1362,0.76,4.88,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.504,50.4
202110,AR,male,16,sex,27938,1378,0.06,4.93,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.333,33.300000000000004
202111,AR,male,113,sex,27938,1491,0.4,5.34,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.498,49.8
202112,AR,male,101,sex,27938,1592,0.36,5.7,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.549,54.900000000000006
202113,AR,male,86,sex,27938,1678,0.31,6.01,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.47,47
202114,AR,male,183,sex,27938,1861,0.66,6.66,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.534,53.400000000000006
202115,AR,male,393,sex,27938,2254,1.41,8.07,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.529,52.900000000000006
202116,AR,male,536,sex,27938,2790,1.92,9.99,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.475,47.5
202117,AR,male,571,sex,27938,3361,2.04,12.03,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.46,46
202118,AR,male,567,sex,27938,3928,2.03,14.06,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.49,49
202119,AR,male,504,sex,27938,4432,1.8,15.86,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.462,46.2
202120,AR,male,313,sex,27938,4745,1.12,16.98,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.491,49.1
202121,AR,male,451,sex,27938,5196,1.61,18.6,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.508,50.8
202052,AR,female,0,sex,27507,0,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202053,AR,female,0,sex,27507,0,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202101,AR,female,0,sex,27507,0,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202102,AR,female,0,sex,27507,0,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202103,AR,female,0,sex,27507,0,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202104,AR,female,413,sex,27507,413,1.5,1.5,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.685,68.5
202105,AR,female,0,sex,27507,413,0,1.5,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202106,AR,female,161,sex,27507,574,0.59,2.09,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.716,71.6
202107,AR,female,519,sex,27507,1093,1.89,3.97,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.477,47.699999999999996
202108,AR,female,283,sex,27507,1376,1.03,5,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.465,46.5
202109,AR,female,208,sex,27507,1584,0.76,5.76,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.496,49.6
202110,AR,female,32,sex,27507,1616,0.12,5.87,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.667,66.7
202111,AR,female,114,sex,27507,1730,0.41,6.29,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.502,50.2
202112,AR,female,83,sex,27507,1813,0.3,6.59,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.451,45.1
202113,AR,female,97,sex,27507,1910,0.35,6.94,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.53,53
202114,AR,female,160,sex,27507,2070,0.58,7.53,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.466,46.6
202115,AR,female,350,sex,27507,2420,1.27,8.8,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.471,47.099999999999994
202116,AR,female,592,sex,27507,3012,2.15,10.95,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.525,52.5
202117,AR,female,671,sex,27507,3683,2.44,13.39,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.54,54
202118,AR,female,589,sex,27507,4272,2.14,15.53,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.51,51
202119,AR,female,586,sex,27507,4858,2.13,17.66,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.538,53.800000000000004
202120,AR,female,324,sex,27507,5182,1.18,18.84,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.509,50.9
202121,AR,female,436,sex,27507,5618,1.59,20.42,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.492,49.2
202052,AR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202053,AR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202101,AR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202102,AR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202103,AR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202104,AR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202105,AR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202106,AR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202107,AR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202108,AR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202109,AR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202110,AR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202111,AR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202112,AR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202113,AR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202114,AR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202115,AR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202116,AR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202117,AR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202118,AR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202119,AR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202120,AR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202121,AR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202052,BE,male,0,sex,510170,0,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202053,BE,male,0,sex,510170,0,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202101,BE,male,0,sex,510170,0,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202102,BE,male,0,sex,510170,0,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202103,BE,male,0,sex,510170,0,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,NA,NA
202104,BE,male,0,sex,510170,0,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0,0
202105,BE,male,5,sex,510170,5,0,0,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.455,45.5
202106,BE,male,2026,sex,510170,2031,0.4,0.4,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.445,44.5
202107,BE,male,4102,sex,510170,6133,0.8,1.2,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.43,43
202108,BE,male,4822,sex,510170,10955,0.95,2.15,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.454,45.4
202109,BE,male,5025,sex,510170,15980,0.98,3.13,COVID19FullyVaccPersons,2021-06-01_09-31-55,detailed,0.453,45.300000000000004
