"date","geoRegion","sex","entries","type_variant","pop","sumTotal","per100Persons","per100Persons_mean7d","per100PersonsTotal","mean7d","type","version","granularity","freq","prct"
202105,"AI","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202106,"AI","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202107,"AI","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202108,"AI","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202109,"AI","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202110,"AI","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202111,"AI","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202052,"AR","male",0,"sex",27938,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202053,"AR","male",1,"sex",27938,1,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",1,100
202101,"AR","male",0,"sex",27938,1,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202102,"AR","male",0,"sex",27938,1,0,0.1,0,27.43,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202103,"AR","male",1,"sex",27938,2,0,0.13,0.01,36.57,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",1,100
202104,"AR","male",190,"sex",27938,192,0.68,0.42,0.69,117.57,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.315,31.5
202105,"AR","male",0,"sex",27938,192,0,0.59,0.69,164.14,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202106,"AR","male",64,"sex",27938,256,0.23,0.7,0.92,194.29,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.286,28.6
202107,"AR","male",568,"sex",27938,824,2.03,0.7,2.95,196.43,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.523,52.3
202108,"AR","male",326,"sex",27938,1150,1.17,0.66,4.12,185.43,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.535,53.5
202109,"AR","male",211,"sex",27938,1361,0.76,NA,4.87,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.504,50.4
202110,"AR","male",16,"sex",27938,1377,0.06,NA,4.93,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.333,33.3
202111,"AR","male",113,"sex",27938,1490,0.4,NA,5.33,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.498,49.8
202052,"AR","female",0,"sex",27507,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202053,"AR","female",0,"sex",27507,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202101,"AR","female",0,"sex",27507,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202102,"AR","female",0,"sex",27507,0,0,0.21,0,59,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202103,"AR","female",0,"sex",27507,0,0,0.3,0,81.86,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202104,"AR","female",413,"sex",27507,413,1.5,0.57,1.5,155.86,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.685,68.5
202105,"AR","female",0,"sex",27507,413,0,0.71,1.5,196.29,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202106,"AR","female",160,"sex",27507,573,0.58,0.82,2.08,226,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.714,71.4
202107,"AR","female",518,"sex",27507,1091,1.88,0.84,3.97,230.57,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.477,47.7
202108,"AR","female",283,"sex",27507,1374,1.03,0.68,5,187.86,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.465,46.5
202109,"AR","female",208,"sex",27507,1582,0.76,NA,5.75,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.496,49.6
202110,"AR","female",32,"sex",27507,1614,0.12,NA,5.87,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.667,66.7
202111,"AR","female",114,"sex",27507,1728,0.41,NA,6.28,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.502,50.2
202052,"AR","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202053,"AR","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202101,"AR","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202102,"AR","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202103,"AR","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202104,"AR","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202105,"AR","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202106,"AR","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202107,"AR","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202108,"AR","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202109,"AR","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202110,"AR","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202111,"AR","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202052,"BE","male",0,"sex",510170,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202053,"BE","male",0,"sex",510170,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202101,"BE","male",0,"sex",510170,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202102,"BE","male",0,"sex",510170,0,0,0,0,0.71,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202103,"BE","male",0,"sex",510170,0,0,0.06,0,290.14,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202104,"BE","male",0,"sex",510170,0,0,0.17,0,875.71,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202105,"BE","male",5,"sex",510170,5,0,0.31,0,1564.43,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.455,45.5
202106,"BE","male",2026,"sex",510170,2031,0.4,0.45,0.4,2282.29,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.445,44.5
202107,"BE","male",4099,"sex",510170,6130,0.8,0.55,1.2,2826.29,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.43,43
202108,"BE","male",4821,"sex",510170,10951,0.94,0.65,2.15,3343.86,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.454,45.4
202109,"BE","male",5025,"sex",510170,15976,0.98,NA,3.13,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.453,45.3
202110,"BE","male",3808,"sex",510170,19784,0.75,NA,3.88,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.385,38.5
202111,"BE","male",3623,"sex",510170,23407,0.71,NA,4.59,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.331,33.1
202052,"BE","female",0,"sex",529304,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202053,"BE","female",0,"sex",529304,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202101,"BE","female",0,"sex",529304,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202102,"BE","female",0,"sex",529304,0,0,0,0,1,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202103,"BE","female",0,"sex",529304,0,0,0.07,0,361.71,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202104,"BE","female",1,"sex",529304,1,0,0.21,0,1136.14,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",1,100
202105,"BE","female",6,"sex",529304,7,0,0.37,0,1963.43,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.545,54.5
202106,"BE","female",2525,"sex",529304,2532,0.48,0.53,0.48,2830.43,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.554,55.4
202107,"BE","female",5421,"sex",529304,7953,1.02,0.7,1.5,3700.14,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.569,56.9
202108,"BE","female",5791,"sex",529304,13744,1.09,0.9,2.6,4745.71,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.545,54.5
202109,"BE","female",6069,"sex",529304,19813,1.15,NA,3.74,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.547,54.7
202110,"BE","female",6088,"sex",529304,25901,1.15,NA,4.89,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.615,61.5
202111,"BE","female",7320,"sex",529304,33221,1.38,NA,6.28,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.669,66.9
202052,"BE","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202053,"BE","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202101,"BE","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202102,"BE","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202103,"BE","unknown",0,"sex",NA,0,NA,NA,NA,0.43,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202104,"BE","unknown",0,"sex",NA,0,NA,NA,NA,1.57,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202105,"BE","unknown",0,"sex",NA,0,NA,NA,NA,2.86,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202106,"BE","unknown",3,"sex",NA,3,NA,NA,NA,3.43,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.001,0.1
202107,"BE","unknown",8,"sex",NA,11,NA,NA,NA,4.43,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.001,0.1
202108,"BE","unknown",9,"sex",NA,20,NA,NA,NA,5.29,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.001,0.1
202109,"BE","unknown",4,"sex",NA,24,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202110,"BE","unknown",7,"sex",NA,31,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.001,0.1
202111,"BE","unknown",6,"sex",NA,37,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.001,0.1
202052,"BL","male",0,"sex",141890,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202053,"BL","male",0,"sex",141890,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202101,"BL","male",0,"sex",141890,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202102,"BL","male",0,"sex",141890,0,0,0.21,0,302.43,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202103,"BL","male",33,"sex",141890,33,0.02,0.33,0.02,472.14,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.284,28.4
202104,"BL","male",749,"sex",141890,782,0.53,0.36,0.55,509.43,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.462,46.2
202105,"BL","male",1335,"sex",141890,2117,0.94,0.43,1.49,603.86,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.448,44.8
202106,"BL","male",1188,"sex",141890,3305,0.84,0.47,2.33,670.43,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.421,42.1
202107,"BL","male",261,"sex",141890,3566,0.18,0.53,2.51,750.71,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.516,51.6
202108,"BL","male",661,"sex",141890,4227,0.47,0.67,2.98,947,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.474,47.4
202109,"BL","male",466,"sex",141890,4693,0.33,NA,3.31,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.521,52.1
202110,"BL","male",595,"sex",141890,5288,0.42,NA,3.73,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.486,48.6
202111,"BL","male",2123,"sex",141890,7411,1.5,NA,5.22,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.442,44.2
202052,"BL","female",0,"sex",147578,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202053,"BL","female",0,"sex",147578,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202101,"BL","female",0,"sex",147578,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202102,"BL","female",1,"sex",147578,1,0,0.25,0,372,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",1,100
202103,"BL","female",83,"sex",147578,84,0.06,0.41,0.06,605.43,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.716,71.6
202104,"BL","female",872,"sex",147578,956,0.59,0.44,0.65,640.43,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.538,53.8
202105,"BL","female",1648,"sex",147578,2604,1.12,0.51,1.76,745.29,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.552,55.2
202106,"BL","female",1634,"sex",147578,4238,1.11,0.55,2.87,806.43,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.579,57.9
202107,"BL","female",245,"sex",147578,4483,0.17,0.6,3.04,884.43,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.484,48.4
202108,"BL","female",734,"sex",147578,5217,0.5,0.78,3.54,1142.29,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.526,52.6
202109,"BL","female",429,"sex",147578,5646,0.29,NA,3.83,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.479,47.9
202110,"BL","female",629,"sex",147578,6275,0.43,NA,4.25,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.514,51.4
202111,"BL","female",2677,"sex",147578,8952,1.81,NA,6.07,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.558,55.8
202052,"BL","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202053,"BL","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202101,"BL","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202102,"BL","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202103,"BL","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202104,"BL","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202105,"BL","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202106,"BL","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202107,"BL","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202108,"BL","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202109,"BL","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202110,"BL","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202111,"BL","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202052,"FL","male",0,"sex",19215,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202053,"FL","male",0,"sex",19215,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202101,"FL","male",0,"sex",19215,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202102,"FL","male",0,"sex",19215,0,0,0,0,0.43,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202103,"FL","male",0,"sex",19215,0,0,0.07,0,13.71,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202104,"FL","male",0,"sex",19215,0,0,0.09,0,17.71,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202105,"FL","male",3,"sex",19215,3,0.02,0.17,0.02,33.14,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.6,60
202106,"FL","male",93,"sex",19215,96,0.48,0.17,0.5,33.14,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.286,28.6
202107,"FL","male",28,"sex",19215,124,0.15,0.17,0.65,33.29,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.237,23.7
202108,"FL","male",108,"sex",19215,232,0.56,0.34,1.21,65.57,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.29,29
202109,"FL","male",0,"sex",19215,232,0,NA,1.21,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202110,"FL","male",1,"sex",19215,233,0.01,NA,1.21,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",1,100
202111,"FL","male",226,"sex",19215,459,1.18,NA,2.39,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.439,43.9
202052,"FL","female",0,"sex",19532,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202053,"FL","female",0,"sex",19532,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202101,"FL","female",0,"sex",19532,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202102,"FL","female",0,"sex",19532,0,0,0,0,0.29,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202103,"FL","female",0,"sex",19532,0,0,0.17,0,33.43,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202104,"FL","female",0,"sex",19532,0,0,0.24,0,46.29,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202105,"FL","female",2,"sex",19532,2,0.01,0.43,0.01,84,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.4,40
202106,"FL","female",232,"sex",19532,234,1.19,0.43,1.2,84,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.714,71.4
202107,"FL","female",90,"sex",19532,324,0.46,0.43,1.66,84,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.763,76.3
202108,"FL","female",264,"sex",19532,588,1.35,0.64,3.01,125.29,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.71,71
202109,"FL","female",0,"sex",19532,588,0,NA,3.01,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202110,"FL","female",0,"sex",19532,588,0,NA,3.01,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202111,"FL","female",289,"sex",19532,877,1.48,NA,4.49,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0.561,56.1
202052,"FL","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202053,"FL","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202101,"FL","unknown",0,"sex",NA,0,NA,NA,NA,NA,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202102,"FL","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202103,"FL","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202104,"FL","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",NA,NA
202105,"FL","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202106,"FL","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202107,"FL","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
202108,"FL","unknown",0,"sex",NA,0,NA,NA,NA,0,"COVID19FullyVaccPersons","2021-03-26_08-57-10","detailed",0,0
