date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-01-22,AG,1171,685845,12184,0.17,0.14,1.78,926.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-23,AG,121,685845,12305,0.02,0.15,1.79,1016,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-24,AG,0,685845,12305,0,0.14,1.79,984.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-25,AG,1234,685845,13539,0.18,0.14,1.97,973.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-26,AG,1506,685845,15045,0.22,0.13,2.19,916.86,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-27,AG,1137,685845,16182,0.17,0.13,2.36,899.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-28,AG,1646,685845,17828,0.24,0.13,2.6,899.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-29,AG,774,685845,18602,0.11,0.12,2.71,838.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-30,AG,0,685845,18602,0,0.13,2.71,899,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-31,AG,0,685845,18602,0,0.15,2.71,1024,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-01,AG,808,685845,19410,0.12,0.15,2.83,1068,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-02,AG,1928,685845,21338,0.28,0.18,3.11,1209.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-03,AG,2012,685845,23350,0.29,0.18,3.4,1234.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-04,AG,1954,685845,25304,0.28,0.18,3.69,1234.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-05,AG,1765,685845,27069,0.26,0.19,3.95,1283.86,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-06,AG,172,685845,27241,0.03,0.18,3.97,1224.43,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-07,AG,0,685845,27241,0,0.17,3.97,1172.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-08,AG,1156,685845,28397,0.17,0.16,4.14,1120.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-09,AG,1512,685845,29909,0.22,0.16,4.36,1096,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-10,AG,1650,685845,31559,0.24,0.16,4.6,1096.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-11,AG,1589,685845,33148,0.23,0.16,4.83,1096.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-12,AG,1593,685845,34741,0.23,0.17,5.07,1161.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-13,AG,174,685845,34915,0.03,0.17,5.09,1178.43,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-14,AG,0,685845,34915,0,0.19,5.09,1271.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-15,AG,1611,685845,36526,0.23,0.2,5.33,1359.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-16,AG,1632,685845,38158,0.24,0.21,5.56,1406.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-17,AG,2302,685845,40460,0.34,0.23,5.9,1582.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-18,AG,2203,685845,42663,0.32,0.23,6.22,1583,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-19,AG,1925,685845,44588,0.28,0.25,6.5,1673.86,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-20,AG,1406,685845,45994,0.21,0.27,6.71,1847.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-21,AG,2,685845,45996,0,0.28,6.71,1906.43,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-22,AG,2247,685845,48243,0.33,0.3,7.03,2050.43,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-23,AG,2845,685845,51088,0.41,0.32,7.45,2188,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-24,AG,2717,685845,53805,0.4,0.31,7.85,2124.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-25,AG,3211,685845,57016,0.47,0.31,8.31,2124.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-26,AG,2888,685845,59904,0.42,0.31,8.73,2105.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-27,AG,962,685845,60866,0.14,0.3,8.87,2075.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-02-28,AG,2,685845,60868,0,0.31,8.87,2118.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-01,AG,2115,685845,62983,0.31,0.3,9.18,2045,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-02,AG,2632,685845,65615,0.38,0.3,9.57,2048.86,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-03,AG,3018,685845,68633,0.44,0.29,10.01,1957.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-04,AG,2698,685845,71331,0.39,0.29,10.4,1957.43,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-05,AG,2915,685845,74246,0.43,0.29,10.83,1984.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-06,AG,324,685845,74570,0.05,0.3,10.87,2034.43,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-07,AG,0,685845,74570,0,0.3,10.87,2048.86,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-08,AG,2302,685845,76872,0.34,0.3,11.21,2037.86,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-09,AG,2984,685845,79856,0.44,0.28,11.64,1938.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-10,AG,3119,685845,82975,0.45,0.28,12.1,1939.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-11,AG,2621,685845,85596,0.38,0.28,12.48,1939.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-12,AG,2220,685845,87816,0.32,0.27,12.8,1885,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-13,AG,331,685845,88147,0.05,0.25,12.85,1717.43,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-14,AG,0,685845,88147,0,0.22,12.85,1520.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-15,AG,1920,685845,90067,0.28,0.21,13.13,1416.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-16,AG,1811,685845,91878,0.26,0.2,13.4,1377,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-17,AG,1738,685845,93616,0.25,0.22,13.65,1507.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-18,AG,1897,685845,95513,0.28,0.22,13.93,1507.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-19,AG,1942,685845,97455,0.28,0.23,14.21,1605.86,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-20,AG,1243,685845,98698,0.18,0.26,14.39,1790.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-21,AG,0,685845,98698,0,0.29,14.39,1977.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-22,AG,2610,685845,101308,0.38,0.31,14.77,2160.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-23,AG,3105,685845,104413,0.45,0.34,15.22,2333,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-24,AG,3044,685845,107457,0.44,0.34,15.67,2340.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-25,AG,3180,685845,110637,0.46,0.34,16.13,2340.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-26,AG,3149,685845,113786,0.46,0.35,16.59,2411.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-27,AG,1293,685845,115079,0.19,0.36,16.78,2456.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-28,AG,0,685845,115079,0,0.37,16.78,2513.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-29,AG,3108,685845,118187,0.45,0.37,17.23,2540.43,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-30,AG,3420,685845,121607,0.5,0.32,17.73,2211.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-03-31,AG,3445,685845,125052,0.5,0.32,18.23,2237.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-01,AG,3368,685845,128420,0.49,0.32,18.72,2237.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-02,AG,847,685845,129267,0.12,0.28,18.85,1955.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-03,AG,1473,685845,130740,0.21,0.3,19.06,2076.43,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-04,AG,0,685845,130740,0,0.32,19.06,2221,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-05,AG,1137,685845,131877,0.17,0.34,19.23,2369.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-06,AG,4265,685845,136142,0.62,0.42,19.85,2859.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-07,AG,4457,685845,140599,0.65,0.42,20.5,2912.86,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-08,AG,4409,685845,145008,0.64,0.43,21.14,2966.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-09,AG,4274,685845,149282,0.62,0.49,21.77,3383.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-10,AG,1848,685845,151130,0.27,0.49,22.04,3371.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-11,AG,373,685845,151503,0.05,0.49,22.09,3345,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-12,AG,4056,685845,155559,0.59,0.5,22.68,3411.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-13,AG,4182,685845,159741,0.61,0.5,23.29,3427.86,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-14,AG,4273,685845,164014,0.62,0.5,23.91,3411.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-15,AG,4876,685845,168890,0.71,0.52,24.63,3592.86,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-16,AG,4387,685845,173277,0.64,0.54,25.26,3704.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-17,AG,1731,685845,175008,0.25,0.56,25.52,3839.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-18,AG,1645,685845,176653,0.24,0.58,25.76,4006,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-19,AG,4839,685845,181492,0.71,0.6,26.46,4131.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-20,AG,5127,685845,186619,0.75,0.62,27.21,4267,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-21,AG,5437,685845,192056,0.79,0.62,28,4264.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-22,AG,5755,685845,197811,0.84,0.62,28.84,4264.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-23,AG,5335,685845,203146,0.78,0.61,29.62,4159.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-24,AG,1714,685845,204860,0.25,0.59,29.87,4051.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-25,AG,1645,685845,206505,0.24,0.57,30.11,3911.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-26,AG,4105,685845,210610,0.6,0.54,30.71,3719.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-27,AG,4367,685845,214977,0.64,0.51,31.34,3527.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-28,AG,4461,685845,219438,0.65,0.52,32,3542.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-29,AG,4408,685845,223846,0.64,0.52,32.64,3550.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-04-30,AG,3993,685845,227839,0.58,0.54,33.22,3726.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-01,AG,1819,685845,229658,0.27,0.57,33.49,3935.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-02,AG,1698,685845,231356,0.25,0.61,33.73,4174.86,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-03,AG,5338,685845,236694,0.78,0.66,34.51,4509.43,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-04,AG,5832,685845,242526,0.85,0.7,35.36,4797.86,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-05,AG,6136,685845,248662,0.89,0.71,36.26,4893.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-06,AG,6750,685845,255412,0.98,0.71,37.24,4893.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-07,AG,6012,685845,261424,0.88,0.73,38.12,4983.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-08,AG,2489,685845,263913,0.36,0.73,38.48,5044.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-09,AG,1699,685845,265612,0.25,0.75,38.73,5160,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-10,AG,5967,685845,271579,0.87,0.66,39.6,4557.43,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-11,AG,6256,685845,277835,0.91,0.66,40.51,4534.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-12,AG,6947,685845,284782,1.01,0.66,41.52,4558.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-13,AG,2532,685845,287314,0.37,0.67,41.89,4632.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-14,AG,5849,685845,293163,0.85,0.68,42.74,4652.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-15,AG,2660,685845,295823,0.39,0.69,43.13,4741.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-16,AG,2217,685845,298040,0.32,0.7,43.46,4788.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-17,AG,6108,685845,304148,0.89,0.8,44.35,5515.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-18,AG,6875,685845,311023,1,0.82,45.35,5620.86,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-19,AG,7276,685845,318299,1.06,0.82,46.41,5650.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-20,AG,7622,685845,325921,1.11,0.79,47.52,5419.43,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-21,AG,6588,685845,332509,0.96,0.74,48.48,5079.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-22,AG,2869,685845,335378,0.42,0.74,48.9,5100.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-23,AG,598,685845,335976,0.09,0.76,48.99,5215.43,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-24,AG,3730,685845,339706,0.54,0.77,49.53,5315.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-25,AG,7021,685845,346727,1.02,0.78,50.55,5387.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-26,AG,8080,685845,354807,1.18,0.81,51.73,5534,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-27,AG,8324,685845,363131,1.21,0.84,52.95,5759.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-28,AG,7091,685845,370222,1.03,0.93,53.98,6402.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-29,AG,3894,685845,374116,0.57,0.96,54.55,6614.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-30,AG,2177,685845,376293,0.32,0.98,54.87,6719.43,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-05-31,AG,8232,685845,384525,1.2,0.99,56.07,6750.43,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-06-01,AG,8501,685845,393026,1.24,1.01,57.31,6892.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-06-02,AG,8817,685845,401843,1.29,1.03,58.59,7053.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-06-03,AG,8541,685845,410384,1.25,1.05,59.84,7224.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-06-04,AG,8083,685845,418467,1.18,1.05,61.01,7183.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-06-05,AG,5021,685845,423488,0.73,1.04,61.75,7119.43,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-06-06,AG,3374,685845,426862,0.49,1.03,62.24,7045.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-06-07,AG,7949,685845,434811,1.16,1.02,63.4,6975.86,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-06-08,AG,8051,685845,442862,1.17,1.01,64.57,6925.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-06-09,AG,8298,685845,451160,1.21,1.02,65.78,7010.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-06-10,AG,8055,685845,459215,1.17,1.03,66.96,7039.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-06-11,AG,7731,685845,466946,1.13,NA,68.08,NA,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-06-12,AG,5614,685845,472560,0.82,NA,68.9,NA,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-06-13,AG,3580,685845,476140,0.52,NA,69.42,NA,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2020-12-22,AI,0,16128,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2020-12-23,AI,13,16128,13,0.08,NA,0.08,NA,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2020-12-24,AI,31,16128,44,0.19,NA,0.27,NA,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2020-12-25,AI,0,16128,44,0,0.04,0.27,6.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2020-12-26,AI,0,16128,44,0,0.04,0.27,6.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2020-12-27,AI,0,16128,44,0,0.03,0.27,4.43,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2020-12-28,AI,0,16128,44,0,0,0.27,0,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2020-12-29,AI,0,16128,44,0,0,0.27,0,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2020-12-30,AI,0,16128,44,0,0,0.27,0,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2020-12-31,AI,0,16128,44,0,0,0.27,0,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-01,AI,0,16128,44,0,0.02,0.27,2.86,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-02,AI,0,16128,44,0,0.18,0.27,29.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-03,AI,0,16128,44,0,0.24,0.27,39.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-04,AI,20,16128,64,0.12,0.28,0.4,44.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-05,AI,187,16128,251,1.16,0.31,1.56,50.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-06,AI,70,16128,321,0.43,0.31,1.99,50.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-07,AI,36,16128,357,0.22,0.31,2.21,50.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-08,AI,39,16128,396,0.24,0.33,2.46,53.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-09,AI,0,16128,396,0,0.24,2.46,39.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-10,AI,0,16128,396,0,0.21,2.46,34.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-11,AI,41,16128,437,0.25,0.18,2.71,29.86,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-12,AI,89,16128,526,0.55,0.17,3.26,27.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-13,AI,34,16128,560,0.21,0.17,3.47,27.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-14,AI,6,16128,566,0.04,0.17,3.51,27.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-15,AI,24,16128,590,0.15,0.18,3.66,29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-16,AI,0,16128,590,0,0.22,3.66,35.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-17,AI,0,16128,590,0,0.25,3.66,40.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-18,AI,50,16128,640,0.31,0.28,3.97,45.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-19,AI,132,16128,772,0.82,0.32,4.79,51.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-20,AI,72,16128,844,0.45,0.32,5.23,51.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-21,AI,42,16128,886,0.26,0.32,5.49,51.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-22,AI,62,16128,948,0.38,0.3,5.88,47.71,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-23,AI,0,16128,948,0,0.29,5.88,47.57,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-24,AI,0,16128,948,0,0.23,5.88,37.29,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-25,AI,26,16128,974,0.16,0.2,6.04,32.14,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
2021-01-26,AI,131,16128,1105,0.81,0.15,6.85,24.86,COVID19VaccDosesAdministered,2021-06-15_09-45-19,detailed
