date,geoRegion,altersklasse_covid19,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202121,AG,0 - 9,3,altersklasse_covid19,71486,29,0,0.04,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0,0
202122,AG,0 - 9,6,altersklasse_covid19,71486,35,0.01,0.05,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0,0
202123,AG,0 - 9,1,altersklasse_covid19,71486,36,0,0.05,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0,0
202052,AG,10 - 19,0,altersklasse_covid19,67323,0,0,0,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,NA,NA
202053,AG,10 - 19,2,altersklasse_covid19,67323,2,0,0,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.009,0.8999999999999999
202101,AG,10 - 19,2,altersklasse_covid19,67323,4,0,0.01,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.001,0.1
202102,AG,10 - 19,32,altersklasse_covid19,67323,36,0.05,0.05,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.009,0.8999999999999999
202103,AG,10 - 19,24,altersklasse_covid19,67323,60,0.04,0.09,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.004,0.4
202104,AG,10 - 19,46,altersklasse_covid19,67323,106,0.07,0.16,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.007,0.7000000000000001
202105,AG,10 - 19,38,altersklasse_covid19,67323,144,0.06,0.21,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.004,0.4
202106,AG,10 - 19,54,altersklasse_covid19,67323,198,0.08,0.29,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.007,0.7000000000000001
202107,AG,10 - 19,58,altersklasse_covid19,67323,256,0.09,0.38,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.005,0.5
202108,AG,10 - 19,90,altersklasse_covid19,67323,346,0.13,0.51,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.006,0.6
202109,AG,10 - 19,51,altersklasse_covid19,67323,397,0.08,0.59,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.004,0.4
202110,AG,10 - 19,70,altersklasse_covid19,67323,467,0.1,0.69,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.005,0.5
202111,AG,10 - 19,48,altersklasse_covid19,67323,515,0.07,0.76,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.005,0.5
202112,AG,10 - 19,41,altersklasse_covid19,67323,556,0.06,0.83,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.003,0.3
202113,AG,10 - 19,45,altersklasse_covid19,67323,601,0.07,0.89,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.003,0.3
202114,AG,10 - 19,62,altersklasse_covid19,67323,663,0.09,0.98,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.003,0.3
202115,AG,10 - 19,164,altersklasse_covid19,67323,827,0.24,1.23,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.007,0.7000000000000001
202116,AG,10 - 19,285,altersklasse_covid19,67323,1112,0.42,1.65,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.01,1
202117,AG,10 - 19,520,altersklasse_covid19,67323,1632,0.77,2.42,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.021,2.1
202118,AG,10 - 19,688,altersklasse_covid19,67323,2320,1.02,3.45,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.02,2
202119,AG,10 - 19,694,altersklasse_covid19,67323,3014,1.03,4.48,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.021,2.1
202120,AG,10 - 19,565,altersklasse_covid19,67323,3579,0.84,5.32,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.015,1.5
202121,AG,10 - 19,1179,altersklasse_covid19,67323,4758,1.75,7.07,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.029,2.9000000000000004
202122,AG,10 - 19,1391,altersklasse_covid19,67323,6149,2.07,9.13,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.027,2.7
202123,AG,10 - 19,1623,altersklasse_covid19,67323,7772,2.41,11.54,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.033,3.3000000000000003
202052,AG,20 - 29,0,altersklasse_covid19,81244,0,0,0,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,NA,NA
202053,AG,20 - 29,30,altersklasse_covid19,81244,30,0.04,0.04,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.132,13.200000000000001
202101,AG,20 - 29,75,altersklasse_covid19,81244,105,0.09,0.13,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.03,3
202102,AG,20 - 29,147,altersklasse_covid19,81244,252,0.18,0.31,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.042,4.2
202103,AG,20 - 29,142,altersklasse_covid19,81244,394,0.17,0.48,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.023,2.3
202104,AG,20 - 29,216,altersklasse_covid19,81244,610,0.27,0.75,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.034,3.4000000000000004
202105,AG,20 - 29,293,altersklasse_covid19,81244,903,0.36,1.11,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.034,3.4000000000000004
202106,AG,20 - 29,448,altersklasse_covid19,81244,1351,0.55,1.66,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.058,5.800000000000001
202107,AG,20 - 29,402,altersklasse_covid19,81244,1753,0.49,2.16,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.036,3.5999999999999996
202108,AG,20 - 29,391,altersklasse_covid19,81244,2144,0.48,2.64,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.026,2.6
202109,AG,20 - 29,358,altersklasse_covid19,81244,2502,0.44,3.08,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.026,2.6
202110,AG,20 - 29,552,altersklasse_covid19,81244,3054,0.68,3.76,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.041,4.1000000000000005
202111,AG,20 - 29,402,altersklasse_covid19,81244,3456,0.49,4.25,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.038,3.8
202112,AG,20 - 29,369,altersklasse_covid19,81244,3825,0.45,4.71,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.023,2.3
202113,AG,20 - 29,262,altersklasse_covid19,81244,4087,0.32,5.03,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.017,1.7000000000000002
202114,AG,20 - 29,428,altersklasse_covid19,81244,4515,0.53,5.56,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.021,2.1
202115,AG,20 - 29,979,altersklasse_covid19,81244,5494,1.21,6.76,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.039,3.9
202116,AG,20 - 29,1356,altersklasse_covid19,81244,6850,1.67,8.43,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.045,4.5
202117,AG,20 - 29,1752,altersklasse_covid19,81244,8602,2.16,10.59,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.071,7.1
202118,AG,20 - 29,2607,altersklasse_covid19,81244,11209,3.21,13.8,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.076,7.6
202119,AG,20 - 29,2636,altersklasse_covid19,81244,13845,3.24,17.04,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.081,8.1
202120,AG,20 - 29,2732,altersklasse_covid19,81244,16577,3.36,20.4,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.072,7.199999999999999
202121,AG,20 - 29,3936,altersklasse_covid19,81244,20513,4.84,25.25,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.097,9.700000000000001
202122,AG,20 - 29,6002,altersklasse_covid19,81244,26515,7.39,32.64,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.119,11.899999999999999
202123,AG,20 - 29,6571,altersklasse_covid19,81244,33086,8.09,40.72,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.133,13.3
202052,AG,30 - 39,0,altersklasse_covid19,97368,0,0,0,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,NA,NA
202053,AG,30 - 39,57,altersklasse_covid19,97368,57,0.06,0.06,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.251,25.1
202101,AG,30 - 39,111,altersklasse_covid19,97368,168,0.11,0.17,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.044,4.3999999999999995
202102,AG,30 - 39,156,altersklasse_covid19,97368,324,0.16,0.33,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.045,4.5
202103,AG,30 - 39,188,altersklasse_covid19,97368,512,0.19,0.53,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.031,3.1
202104,AG,30 - 39,296,altersklasse_covid19,97368,808,0.3,0.83,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.047,4.7
202105,AG,30 - 39,390,altersklasse_covid19,97368,1198,0.4,1.23,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.045,4.5
202106,AG,30 - 39,564,altersklasse_covid19,97368,1762,0.58,1.81,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.073,7.3
202107,AG,30 - 39,628,altersklasse_covid19,97368,2390,0.64,2.45,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.057,5.7
202108,AG,30 - 39,554,altersklasse_covid19,97368,2944,0.57,3.02,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.037,3.6999999999999997
202109,AG,30 - 39,527,altersklasse_covid19,97368,3471,0.54,3.56,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.038,3.8
202110,AG,30 - 39,734,altersklasse_covid19,97368,4205,0.75,4.32,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.054,5.4
202111,AG,30 - 39,648,altersklasse_covid19,97368,4853,0.67,4.98,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.061,6.1
202112,AG,30 - 39,631,altersklasse_covid19,97368,5484,0.65,5.63,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.039,3.9
202113,AG,30 - 39,391,altersklasse_covid19,97368,5875,0.4,6.03,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.025,2.5
202114,AG,30 - 39,621,altersklasse_covid19,97368,6496,0.64,6.67,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.03,3
202115,AG,30 - 39,1449,altersklasse_covid19,97368,7945,1.49,8.16,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.058,5.800000000000001
202116,AG,30 - 39,1932,altersklasse_covid19,97368,9877,1.98,10.14,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.065,6.5
202117,AG,30 - 39,2120,altersklasse_covid19,97368,11997,2.18,12.32,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.085,8.5
202118,AG,30 - 39,3269,altersklasse_covid19,97368,15266,3.36,15.68,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.095,9.5
202119,AG,30 - 39,3433,altersklasse_covid19,97368,18699,3.53,19.2,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.106,10.6
202120,AG,30 - 39,4115,altersklasse_covid19,97368,22814,4.23,23.43,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.108,10.8
202121,AG,30 - 39,5788,altersklasse_covid19,97368,28602,5.94,29.38,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.143,14.299999999999999
202122,AG,30 - 39,8153,altersklasse_covid19,97368,36755,8.37,37.75,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.161,16.1
202123,AG,30 - 39,9007,altersklasse_covid19,97368,45762,9.25,47,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.182,18.2
202052,AG,40 - 49,0,altersklasse_covid19,94902,0,0,0,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,NA,NA
202053,AG,40 - 49,56,altersklasse_covid19,94902,56,0.06,0.06,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.247,24.7
202101,AG,40 - 49,111,altersklasse_covid19,94902,167,0.12,0.18,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.044,4.3999999999999995
202102,AG,40 - 49,203,altersklasse_covid19,94902,370,0.21,0.39,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.058,5.800000000000001
202103,AG,40 - 49,321,altersklasse_covid19,94902,691,0.34,0.73,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.052,5.2
202104,AG,40 - 49,382,altersklasse_covid19,94902,1073,0.4,1.13,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.061,6.1
202105,AG,40 - 49,577,altersklasse_covid19,94902,1650,0.61,1.74,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.067,6.7
202106,AG,40 - 49,672,altersklasse_covid19,94902,2322,0.71,2.45,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.088,8.799999999999999
202107,AG,40 - 49,795,altersklasse_covid19,94902,3117,0.84,3.28,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.072,7.199999999999999
202108,AG,40 - 49,849,altersklasse_covid19,94902,3966,0.89,4.18,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.057,5.7
202109,AG,40 - 49,804,altersklasse_covid19,94902,4770,0.85,5.03,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.059,5.8999999999999995
202110,AG,40 - 49,961,altersklasse_covid19,94902,5731,1.01,6.04,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.071,7.1
202111,AG,40 - 49,822,altersklasse_covid19,94902,6553,0.87,6.91,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.078,7.8
202112,AG,40 - 49,837,altersklasse_covid19,94902,7390,0.88,7.79,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.051,5.1
202113,AG,40 - 49,577,altersklasse_covid19,94902,7967,0.61,8.39,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.037,3.6999999999999997
202114,AG,40 - 49,978,altersklasse_covid19,94902,8945,1.03,9.43,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.047,4.7
202115,AG,40 - 49,1945,altersklasse_covid19,94902,10890,2.05,11.47,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.077,7.7
202116,AG,40 - 49,2734,altersklasse_covid19,94902,13624,2.88,14.36,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.092,9.2
202117,AG,40 - 49,2799,altersklasse_covid19,94902,16423,2.95,17.31,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.113,11.3
202118,AG,40 - 49,4140,altersklasse_covid19,94902,20563,4.36,21.67,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.121,12.1
202119,AG,40 - 49,4452,altersklasse_covid19,94902,25015,4.69,26.36,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.137,13.700000000000001
202120,AG,40 - 49,5470,altersklasse_covid19,94902,30485,5.76,32.12,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.143,14.299999999999999
202121,AG,40 - 49,8067,altersklasse_covid19,94902,38552,8.5,40.62,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.2,20
202122,AG,40 - 49,10322,altersklasse_covid19,94902,48874,10.88,51.5,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.204,20.4
202123,AG,40 - 49,10470,altersklasse_covid19,94902,59344,11.03,62.53,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.212,21.2
202052,AG,50 - 59,0,altersklasse_covid19,106964,0,0,0,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,NA,NA
202053,AG,50 - 59,61,altersklasse_covid19,106964,61,0.06,0.06,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.269,26.900000000000002
202101,AG,50 - 59,164,altersklasse_covid19,106964,225,0.15,0.21,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.065,6.5
202102,AG,50 - 59,298,altersklasse_covid19,106964,523,0.28,0.49,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.086,8.6
202103,AG,50 - 59,521,altersklasse_covid19,106964,1044,0.49,0.98,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.085,8.5
202104,AG,50 - 59,636,altersklasse_covid19,106964,1680,0.59,1.57,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.101,10.100000000000001
202105,AG,50 - 59,990,altersklasse_covid19,106964,2670,0.93,2.5,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.115,11.5
202106,AG,50 - 59,1002,altersklasse_covid19,106964,3672,0.94,3.43,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.131,13.100000000000001
202107,AG,50 - 59,1254,altersklasse_covid19,106964,4926,1.17,4.61,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.113,11.3
202108,AG,50 - 59,1464,altersklasse_covid19,106964,6390,1.37,5.97,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.098,9.8
202109,AG,50 - 59,1474,altersklasse_covid19,106964,7864,1.38,7.35,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.108,10.8
202110,AG,50 - 59,1730,altersklasse_covid19,106964,9594,1.62,8.97,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.127,12.7
202111,AG,50 - 59,1205,altersklasse_covid19,106964,10799,1.13,10.1,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.114,11.4
202112,AG,50 - 59,1528,altersklasse_covid19,106964,12327,1.43,11.52,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.093,9.3
202113,AG,50 - 59,1124,altersklasse_covid19,106964,13451,1.05,12.58,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.072,7.199999999999999
202114,AG,50 - 59,1863,altersklasse_covid19,106964,15314,1.74,14.32,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.09,9
202115,AG,50 - 59,3088,altersklasse_covid19,106964,18402,2.89,17.2,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.123,12.3
202116,AG,50 - 59,5196,altersklasse_covid19,106964,23598,4.86,22.06,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.174,17.4
202117,AG,50 - 59,4725,altersklasse_covid19,106964,28323,4.42,26.48,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.19,19
202118,AG,50 - 59,6817,altersklasse_covid19,106964,35140,6.37,32.85,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.199,19.900000000000002
202119,AG,50 - 59,6954,altersklasse_covid19,106964,42094,6.5,39.35,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.214,21.4
202120,AG,50 - 59,7949,altersklasse_covid19,106964,50043,7.43,46.78,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.208,20.8
202121,AG,50 - 59,10886,altersklasse_covid19,106964,60929,10.18,56.96,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.27,27
202122,AG,50 - 59,13289,altersklasse_covid19,106964,74218,12.42,69.39,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.262,26.200000000000003
202123,AG,50 - 59,13029,altersklasse_covid19,106964,87247,12.18,81.57,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.264,26.400000000000002
202052,AG,60 - 69,0,altersklasse_covid19,79161,0,0,0,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,NA,NA
202053,AG,60 - 69,18,altersklasse_covid19,79161,18,0.02,0.02,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.079,7.9
202101,AG,60 - 69,210,altersklasse_covid19,79161,228,0.27,0.29,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.084,8.4
202102,AG,60 - 69,287,altersklasse_covid19,79161,515,0.36,0.65,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.083,8.3
202103,AG,60 - 69,546,altersklasse_covid19,79161,1061,0.69,1.34,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.089,8.9
202104,AG,60 - 69,737,altersklasse_covid19,79161,1798,0.93,2.27,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.117,11.700000000000001
202105,AG,60 - 69,1101,altersklasse_covid19,79161,2899,1.39,3.66,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.127,12.7
202106,AG,60 - 69,954,altersklasse_covid19,79161,3853,1.21,4.87,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.124,12.4
202107,AG,60 - 69,1265,altersklasse_covid19,79161,5118,1.6,6.47,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.114,11.4
202108,AG,60 - 69,1837,altersklasse_covid19,79161,6955,2.32,8.79,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.124,12.4
202109,AG,60 - 69,1831,altersklasse_covid19,79161,8786,2.31,11.1,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.134,13.4
202110,AG,60 - 69,2092,altersklasse_covid19,79161,10878,2.64,13.74,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.154,15.4
202111,AG,60 - 69,2182,altersklasse_covid19,79161,13060,2.76,16.5,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.207,20.7
202112,AG,60 - 69,3230,altersklasse_covid19,79161,16290,4.08,20.58,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.197,19.7
202113,AG,60 - 69,4406,altersklasse_covid19,79161,20696,5.57,26.14,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.281,28.1
202114,AG,60 - 69,5670,altersklasse_covid19,79161,26366,7.16,33.31,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.273,27.3
202115,AG,60 - 69,7848,altersklasse_covid19,79161,34214,9.91,43.22,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.312,31.2
202116,AG,60 - 69,9384,altersklasse_covid19,79161,43598,11.85,55.08,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.314,31.4
202117,AG,60 - 69,6845,altersklasse_covid19,79161,50443,8.65,63.72,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.275,27.500000000000004
202118,AG,60 - 69,8659,altersklasse_covid19,79161,59102,10.94,74.66,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.252,25.2
202119,AG,60 - 69,7767,altersklasse_covid19,79161,66869,9.81,84.47,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.239,23.9
202120,AG,60 - 69,10327,altersklasse_covid19,79161,77196,13.05,97.52,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.27,27
202121,AG,60 - 69,7590,altersklasse_covid19,79161,84786,9.59,107.11,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.188,18.8
202122,AG,60 - 69,8399,altersklasse_covid19,79161,93185,10.61,117.72,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.166,16.6
202123,AG,60 - 69,6633,altersklasse_covid19,79161,99818,8.38,126.09,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.134,13.4
202052,AG,70 - 79,0,altersklasse_covid19,55576,0,0,0,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,NA,NA
202053,AG,70 - 79,2,altersklasse_covid19,55576,2,0,0,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.009,0.8999999999999999
202101,AG,70 - 79,896,altersklasse_covid19,55576,898,1.61,1.62,COVID19VaccDosesAdministered,2021-06-18_09-35-00,detailed,0.357,35.699999999999996
