"date","geoRegion","altersklasse_covid19","entries","type_variant","pop","sumTotal","per100Persons","per100Persons_mean7d","per100PersonsTotal","mean7d","type","version","granularity","freq","prct"
202108,"AI","10 - 19",0,"altersklasse_covid19",1642,0,0,0,0,0,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202109,"AI","10 - 19",0,"altersklasse_covid19",1642,0,0,0.01,0,0.14,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202110,"AI","10 - 19",0,"altersklasse_covid19",1642,0,0,0.02,0,0.29,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202111,"AI","10 - 19",0,"altersklasse_covid19",1642,0,0,0.03,0,0.57,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202112,"AI","10 - 19",1,"altersklasse_covid19",1642,1,0.06,NA,0.06,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.003,0.3
202113,"AI","10 - 19",1,"altersklasse_covid19",1642,2,0.06,NA,0.12,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.002,0.2
202114,"AI","10 - 19",2,"altersklasse_covid19",1642,4,0.12,NA,0.24,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.007,0.7
202052,"AI","20 - 29",3,"altersklasse_covid19",2104,3,0.14,NA,0.14,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.068,6.8
202053,"AI","20 - 29",0,"altersklasse_covid19",2104,3,0,NA,0.14,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",NA,NA
202101,"AI","20 - 29",3,"altersklasse_covid19",2104,6,0.14,NA,0.29,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.009,0.9
202102,"AI","20 - 29",1,"altersklasse_covid19",2104,7,0.05,0.15,0.33,3.14,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.005,0.5
202103,"AI","20 - 29",7,"altersklasse_covid19",2104,14,0.33,0.14,0.67,2.86,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.02,2
202104,"AI","20 - 29",7,"altersklasse_covid19",2104,21,0.33,0.2,1,4.14,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.04,4
202105,"AI","20 - 29",1,"altersklasse_covid19",2104,22,0.05,0.18,1.05,3.86,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.003,0.3
202106,"AI","20 - 29",1,"altersklasse_covid19",2104,23,0.05,0.18,1.09,3.71,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.003,0.3
202107,"AI","20 - 29",9,"altersklasse_covid19",2104,32,0.43,0.14,1.52,2.86,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.022,2.2
202108,"AI","20 - 29",1,"altersklasse_covid19",2104,33,0.05,0.09,1.57,1.86,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.009,0.9
202109,"AI","20 - 29",0,"altersklasse_covid19",2104,33,0,0.09,1.57,1.86,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202110,"AI","20 - 29",1,"altersklasse_covid19",2104,34,0.05,0.11,1.62,2.29,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.01,1
202111,"AI","20 - 29",0,"altersklasse_covid19",2104,34,0,0.06,1.62,1.14,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202112,"AI","20 - 29",1,"altersklasse_covid19",2104,35,0.05,NA,1.66,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.003,0.3
202113,"AI","20 - 29",4,"altersklasse_covid19",2104,39,0.19,NA,1.85,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.006,0.6
202114,"AI","20 - 29",1,"altersklasse_covid19",2104,40,0.05,NA,1.9,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.003,0.3
202052,"AI","30 - 39",0,"altersklasse_covid19",2008,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202053,"AI","30 - 39",0,"altersklasse_covid19",2008,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",NA,NA
202101,"AI","30 - 39",3,"altersklasse_covid19",2008,3,0.15,NA,0.15,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.009,0.9
202102,"AI","30 - 39",4,"altersklasse_covid19",2008,7,0.2,0.14,0.35,2.71,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.021,2.1
202103,"AI","30 - 39",5,"altersklasse_covid19",2008,12,0.25,0.18,0.6,3.57,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.014,1.4
202104,"AI","30 - 39",2,"altersklasse_covid19",2008,14,0.1,0.21,0.7,4.29,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.011,1.1
202105,"AI","30 - 39",5,"altersklasse_covid19",2008,19,0.25,0.19,0.95,3.86,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.016,1.6
202106,"AI","30 - 39",6,"altersklasse_covid19",2008,25,0.3,0.16,1.25,3.29,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.02,2
202107,"AI","30 - 39",5,"altersklasse_covid19",2008,30,0.25,0.15,1.49,3,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.012,1.2
202108,"AI","30 - 39",0,"altersklasse_covid19",2008,30,0,0.14,1.49,2.71,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202109,"AI","30 - 39",0,"altersklasse_covid19",2008,30,0,0.13,1.49,2.57,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202110,"AI","30 - 39",3,"altersklasse_covid19",2008,33,0.15,0.12,1.64,2.43,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.029,2.9
202111,"AI","30 - 39",0,"altersklasse_covid19",2008,33,0,0.12,1.64,2.43,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202112,"AI","30 - 39",4,"altersklasse_covid19",2008,37,0.2,NA,1.84,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.012,1.2
202113,"AI","30 - 39",5,"altersklasse_covid19",2008,42,0.25,NA,2.09,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.008,0.8
202114,"AI","30 - 39",5,"altersklasse_covid19",2008,47,0.25,NA,2.34,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.016,1.6
202052,"AI","40 - 49",0,"altersklasse_covid19",2002,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202053,"AI","40 - 49",0,"altersklasse_covid19",2002,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",NA,NA
202101,"AI","40 - 49",13,"altersklasse_covid19",2002,13,0.65,NA,0.65,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.037,3.7
202102,"AI","40 - 49",6,"altersklasse_covid19",2002,19,0.3,0.44,0.95,8.71,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.031,3.1
202103,"AI","40 - 49",26,"altersklasse_covid19",2002,45,1.3,0.51,2.25,10.29,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.073,7.3
202104,"AI","40 - 49",5,"altersklasse_covid19",2002,50,0.25,0.7,2.5,14,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.029,2.9
202105,"AI","40 - 49",11,"altersklasse_covid19",2002,61,0.55,0.61,3.05,12.29,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.034,3.4
202106,"AI","40 - 49",11,"altersklasse_covid19",2002,72,0.55,0.57,3.6,11.43,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.037,3.7
202107,"AI","40 - 49",26,"altersklasse_covid19",2002,98,1.3,0.39,4.9,7.86,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.065,6.5
202108,"AI","40 - 49",1,"altersklasse_covid19",2002,99,0.05,0.36,4.95,7.14,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.009,0.9
202109,"AI","40 - 49",0,"altersklasse_covid19",2002,99,0,0.39,4.95,7.86,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202110,"AI","40 - 49",1,"altersklasse_covid19",2002,100,0.05,0.41,5,8.14,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.01,1
202111,"AI","40 - 49",0,"altersklasse_covid19",2002,100,0,0.31,5,6.14,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202112,"AI","40 - 49",16,"altersklasse_covid19",2002,116,0.8,NA,5.79,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.048,4.8
202113,"AI","40 - 49",13,"altersklasse_covid19",2002,129,0.65,NA,6.44,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.02,2
202114,"AI","40 - 49",12,"altersklasse_covid19",2002,141,0.6,NA,7.04,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.039,3.9
202052,"AI","50 - 59",1,"altersklasse_covid19",2441,1,0.04,NA,0.04,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.023,2.3
202053,"AI","50 - 59",0,"altersklasse_covid19",2441,1,0,NA,0.04,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",NA,NA
202101,"AI","50 - 59",22,"altersklasse_covid19",2441,23,0.9,NA,0.94,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.062,6.2
202102,"AI","50 - 59",17,"altersklasse_covid19",2441,40,0.7,0.6,1.64,14.71,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.088,8.8
202103,"AI","50 - 59",28,"altersklasse_covid19",2441,68,1.15,0.73,2.79,17.86,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.078,7.8
202104,"AI","50 - 59",12,"altersklasse_covid19",2441,80,0.49,0.94,3.28,22.86,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.069,6.9
202105,"AI","50 - 59",23,"altersklasse_covid19",2441,103,0.94,0.82,4.22,20,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.072,7.2
202106,"AI","50 - 59",23,"altersklasse_covid19",2441,126,0.94,0.72,5.16,17.71,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.078,7.8
202107,"AI","50 - 59",35,"altersklasse_covid19",2441,161,1.43,0.59,6.6,14.43,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.087,8.7
202108,"AI","50 - 59",2,"altersklasse_covid19",2441,163,0.08,0.52,6.68,12.71,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.019,1.9
202109,"AI","50 - 59",1,"altersklasse_covid19",2441,164,0.04,0.55,6.72,13.57,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.013,1.3
202110,"AI","50 - 59",5,"altersklasse_covid19",2441,169,0.2,0.69,6.92,16.86,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.048,4.8
202111,"AI","50 - 59",0,"altersklasse_covid19",2441,169,0,0.72,6.92,17.71,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202112,"AI","50 - 59",29,"altersklasse_covid19",2441,198,1.19,NA,8.11,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.086,8.6
202113,"AI","50 - 59",46,"altersklasse_covid19",2441,244,1.88,NA,10,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.07,7
202114,"AI","50 - 59",41,"altersklasse_covid19",2441,285,1.68,NA,11.68,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.134,13.4
202052,"AI","60 - 69",4,"altersklasse_covid19",1884,4,0.21,NA,0.21,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.091,9.1
202053,"AI","60 - 69",0,"altersklasse_covid19",1884,4,0,NA,0.21,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",NA,NA
202101,"AI","60 - 69",36,"altersklasse_covid19",1884,40,1.91,NA,2.12,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.102,10.2
202102,"AI","60 - 69",17,"altersklasse_covid19",1884,57,0.9,1.26,3.03,23.71,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.088,8.8
202103,"AI","60 - 69",52,"altersklasse_covid19",1884,109,2.76,1.55,5.79,29.29,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.145,14.5
202104,"AI","60 - 69",19,"altersklasse_covid19",1884,128,1.01,2.06,6.79,38.86,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.109,10.9
202105,"AI","60 - 69",38,"altersklasse_covid19",1884,166,2.02,1.96,8.81,36.86,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.119,11.9
202106,"AI","60 - 69",43,"altersklasse_covid19",1884,209,2.28,1.89,11.09,35.57,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.146,14.6
202107,"AI","60 - 69",67,"altersklasse_covid19",1884,276,3.56,1.7,14.65,32,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.167,16.7
202108,"AI","60 - 69",22,"altersklasse_covid19",1884,298,1.17,1.56,15.82,29.43,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.204,20.4
202109,"AI","60 - 69",8,"altersklasse_covid19",1884,306,0.42,1.86,16.24,35,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.107,10.7
202110,"AI","60 - 69",27,"altersklasse_covid19",1884,333,1.43,3.23,17.68,60.86,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.257,25.7
202111,"AI","60 - 69",1,"altersklasse_covid19",1884,334,0.05,3.82,17.73,72,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.045,4.5
202112,"AI","60 - 69",77,"altersklasse_covid19",1884,411,4.09,NA,21.82,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.229,22.9
202113,"AI","60 - 69",224,"altersklasse_covid19",1884,635,11.89,NA,33.7,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.342,34.2
202114,"AI","60 - 69",145,"altersklasse_covid19",1884,780,7.7,NA,41.4,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.474,47.4
202052,"AI","70 - 79",6,"altersklasse_covid19",1332,6,0.45,NA,0.45,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.136,13.6
202053,"AI","70 - 79",0,"altersklasse_covid19",1332,6,0,NA,0.45,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",NA,NA
202101,"AI","70 - 79",111,"altersklasse_covid19",1332,117,8.33,NA,8.78,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.315,31.5
202102,"AI","70 - 79",67,"altersklasse_covid19",1332,184,5.03,5,13.81,66.57,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.345,34.5
202103,"AI","70 - 79",131,"altersklasse_covid19",1332,315,9.83,6.04,23.65,80.43,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.366,36.6
202104,"AI","70 - 79",50,"altersklasse_covid19",1332,365,3.75,7.55,27.4,100.57,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.287,28.7
202105,"AI","70 - 79",101,"altersklasse_covid19",1332,466,7.58,6.98,34.98,93,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.316,31.6
202106,"AI","70 - 79",103,"altersklasse_covid19",1332,569,7.73,6.66,42.72,88.71,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.35,35
202107,"AI","70 - 79",141,"altersklasse_covid19",1332,710,10.59,5.65,53.3,75.29,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.352,35.2
202108,"AI","70 - 79",58,"altersklasse_covid19",1332,768,4.35,5.3,57.66,70.57,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.537,53.7
202109,"AI","70 - 79",37,"altersklasse_covid19",1332,805,2.78,5.62,60.44,74.86,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.493,49.3
202110,"AI","70 - 79",37,"altersklasse_covid19",1332,842,2.78,7.47,63.21,99.43,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.352,35.2
202111,"AI","70 - 79",17,"altersklasse_covid19",1332,859,1.28,6.76,64.49,90,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.773,77.3
202112,"AI","70 - 79",131,"altersklasse_covid19",1332,990,9.83,NA,74.32,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.39,39
202113,"AI","70 - 79",275,"altersklasse_covid19",1332,1265,20.65,NA,94.97,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.42,42
202114,"AI","70 - 79",75,"altersklasse_covid19",1332,1340,5.63,NA,100.6,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.245,24.5
202052,"AI","80+",30,"altersklasse_covid19",952,30,3.15,NA,3.15,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.682,68.2
202053,"AI","80+",0,"altersklasse_covid19",952,30,0,NA,3.15,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",NA,NA
202101,"AI","80+",164,"altersklasse_covid19",952,194,17.23,NA,20.38,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.466,46.6
202102,"AI","80+",82,"altersklasse_covid19",952,276,8.61,9.08,28.99,86.43,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.423,42.3
202103,"AI","80+",109,"altersklasse_covid19",952,385,11.45,10.23,40.44,97.43,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.304,30.4
202104,"AI","80+",79,"altersklasse_covid19",952,464,8.3,12,48.74,114.29,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.454,45.4
202105,"AI","80+",141,"altersklasse_covid19",952,605,14.81,9.9,63.55,94.29,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.441,44.1
202106,"AI","80+",107,"altersklasse_covid19",952,712,11.24,9.11,74.79,86.71,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.364,36.4
202107,"AI","80+",118,"altersklasse_covid19",952,830,12.39,7.94,87.18,75.57,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.294,29.4
202108,"AI","80+",24,"altersklasse_covid19",952,854,2.52,6.81,89.71,64.86,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.222,22.2
202109,"AI","80+",29,"altersklasse_covid19",952,883,3.05,5.85,92.75,55.71,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.387,38.7
202110,"AI","80+",31,"altersklasse_covid19",952,914,3.26,5.55,96.01,52.86,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.295,29.5
202111,"AI","80+",4,"altersklasse_covid19",952,918,0.42,4.16,96.43,39.57,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.182,18.2
202112,"AI","80+",77,"altersklasse_covid19",952,995,8.09,NA,104.52,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.229,22.9
202113,"AI","80+",87,"altersklasse_covid19",952,1082,9.14,NA,113.66,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.133,13.3
202114,"AI","80+",25,"altersklasse_covid19",952,1107,2.63,NA,116.28,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.082,8.2
202052,"AR","0 - 9",0,"altersklasse_covid19",5944,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",NA,NA
202053,"AR","0 - 9",0,"altersklasse_covid19",5944,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202101,"AR","0 - 9",1,"altersklasse_covid19",5944,1,0.02,NA,0.02,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.001,0.1
202102,"AR","0 - 9",0,"altersklasse_covid19",5944,1,0,0.01,0.02,0.29,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",NA,NA
202103,"AR","0 - 9",0,"altersklasse_covid19",5944,1,0,0.01,0.02,0.29,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202104,"AR","0 - 9",1,"altersklasse_covid19",5944,2,0.02,0.01,0.03,0.29,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.001,0.1
202105,"AR","0 - 9",0,"altersklasse_covid19",5944,2,0,0,0.03,0.14,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",NA,NA
202106,"AR","0 - 9",0,"altersklasse_covid19",5944,2,0,0,0.03,0.14,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202107,"AR","0 - 9",0,"altersklasse_covid19",5944,2,0,0,0.03,0.14,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202108,"AR","0 - 9",0,"altersklasse_covid19",5944,2,0,0,0.03,0,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202109,"AR","0 - 9",0,"altersklasse_covid19",5944,2,0,0,0.03,0.14,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202110,"AR","0 - 9",0,"altersklasse_covid19",5944,2,0,0,0.03,0.14,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202111,"AR","0 - 9",0,"altersklasse_covid19",5944,2,0,0,0.03,0.14,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202112,"AR","0 - 9",1,"altersklasse_covid19",5944,3,0.02,NA,0.05,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.001,0.1
202113,"AR","0 - 9",0,"altersklasse_covid19",5944,3,0,NA,0.05,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202114,"AR","0 - 9",0,"altersklasse_covid19",5944,3,0,NA,0.05,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202052,"AR","10 - 19",0,"altersklasse_covid19",5254,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",NA,NA
202053,"AR","10 - 19",0,"altersklasse_covid19",5254,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202101,"AR","10 - 19",0,"altersklasse_covid19",5254,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0,0
202102,"AR","10 - 19",0,"altersklasse_covid19",5254,0,0,0.01,0,0.57,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",NA,NA
202103,"AR","10 - 19",2,"altersklasse_covid19",5254,2,0.04,0.01,0.04,0.57,"COVID19VaccDosesAdministered","2021-04-13_09-01-55","detailed",0.001,0.1
