"date","geoRegion","altersklasse_covid19","entries","type_variant","pop","sumTotal","per100Persons","per100Persons_mean7d","per100PersonsTotal","mean7d","type","version","granularity","freq","prct"
202108,"AI","50 - 59",2,"altersklasse_covid19",2441,163,0.08,0.52,6.68,12.71,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.019,1.9
202109,"AI","50 - 59",1,"altersklasse_covid19",2441,164,0.04,NA,6.72,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.013,1.3
202110,"AI","50 - 59",5,"altersklasse_covid19",2441,169,0.2,NA,6.92,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.048,4.8
202111,"AI","50 - 59",0,"altersklasse_covid19",2441,169,0,NA,6.92,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0,0
202052,"AI","60 - 69",4,"altersklasse_covid19",1884,4,0.21,NA,0.21,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.091,9.1
202053,"AI","60 - 69",0,"altersklasse_covid19",1884,4,0,NA,0.21,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",NA,NA
202101,"AI","60 - 69",36,"altersklasse_covid19",1884,40,1.91,NA,2.12,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.102,10.2
202102,"AI","60 - 69",17,"altersklasse_covid19",1884,57,0.9,1.26,3.03,23.71,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.088,8.8
202103,"AI","60 - 69",52,"altersklasse_covid19",1884,109,2.76,1.55,5.79,29.29,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.145,14.5
202104,"AI","60 - 69",19,"altersklasse_covid19",1884,128,1.01,2.06,6.79,38.86,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.109,10.9
202105,"AI","60 - 69",38,"altersklasse_covid19",1884,166,2.02,1.96,8.81,36.86,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.119,11.9
202106,"AI","60 - 69",43,"altersklasse_covid19",1884,209,2.28,1.89,11.09,35.57,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.146,14.6
202107,"AI","60 - 69",67,"altersklasse_covid19",1884,276,3.56,1.7,14.65,32,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.167,16.7
202108,"AI","60 - 69",22,"altersklasse_covid19",1884,298,1.17,1.56,15.82,29.43,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.206,20.6
202109,"AI","60 - 69",8,"altersklasse_covid19",1884,306,0.42,NA,16.24,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.107,10.7
202110,"AI","60 - 69",27,"altersklasse_covid19",1884,333,1.43,NA,17.68,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.257,25.7
202111,"AI","60 - 69",1,"altersklasse_covid19",1884,334,0.05,NA,17.73,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.045,4.5
202052,"AI","70 - 79",6,"altersklasse_covid19",1332,6,0.45,NA,0.45,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.136,13.6
202053,"AI","70 - 79",0,"altersklasse_covid19",1332,6,0,NA,0.45,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",NA,NA
202101,"AI","70 - 79",111,"altersklasse_covid19",1332,117,8.33,NA,8.78,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.315,31.5
202102,"AI","70 - 79",67,"altersklasse_covid19",1332,184,5.03,5,13.81,66.57,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.345,34.5
202103,"AI","70 - 79",131,"altersklasse_covid19",1332,315,9.83,6.04,23.65,80.43,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.366,36.6
202104,"AI","70 - 79",50,"altersklasse_covid19",1332,365,3.75,7.55,27.4,100.57,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.287,28.7
202105,"AI","70 - 79",101,"altersklasse_covid19",1332,466,7.58,6.97,34.98,92.86,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.316,31.6
202106,"AI","70 - 79",103,"altersklasse_covid19",1332,569,7.73,6.65,42.72,88.57,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.35,35
202107,"AI","70 - 79",141,"altersklasse_covid19",1332,710,10.59,5.64,53.3,75.14,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.352,35.2
202108,"AI","70 - 79",57,"altersklasse_covid19",1332,767,4.28,5.29,57.58,70.43,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.533,53.3
202109,"AI","70 - 79",37,"altersklasse_covid19",1332,804,2.78,NA,60.36,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.493,49.3
202110,"AI","70 - 79",37,"altersklasse_covid19",1332,841,2.78,NA,63.14,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.352,35.2
202111,"AI","70 - 79",17,"altersklasse_covid19",1332,858,1.28,NA,64.41,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.773,77.3
202052,"AI","80+",30,"altersklasse_covid19",952,30,3.15,NA,3.15,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.682,68.2
202053,"AI","80+",0,"altersklasse_covid19",952,30,0,NA,3.15,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",NA,NA
202101,"AI","80+",164,"altersklasse_covid19",952,194,17.23,NA,20.38,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.466,46.6
202102,"AI","80+",82,"altersklasse_covid19",952,276,8.61,9.08,28.99,86.43,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.423,42.3
202103,"AI","80+",109,"altersklasse_covid19",952,385,11.45,10.23,40.44,97.43,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.304,30.4
202104,"AI","80+",79,"altersklasse_covid19",952,464,8.3,12,48.74,114.29,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.454,45.4
202105,"AI","80+",141,"altersklasse_covid19",952,605,14.81,9.9,63.55,94.29,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.441,44.1
202106,"AI","80+",107,"altersklasse_covid19",952,712,11.24,9.11,74.79,86.71,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.364,36.4
202107,"AI","80+",118,"altersklasse_covid19",952,830,12.39,7.94,87.18,75.57,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.294,29.4
202108,"AI","80+",24,"altersklasse_covid19",952,854,2.52,6.81,89.71,64.86,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.224,22.4
202109,"AI","80+",29,"altersklasse_covid19",952,883,3.05,NA,92.75,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.387,38.7
202110,"AI","80+",31,"altersklasse_covid19",952,914,3.26,NA,96.01,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.295,29.5
202111,"AI","80+",4,"altersklasse_covid19",952,918,0.42,NA,96.43,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.182,18.2
202052,"AR","0 - 9",0,"altersklasse_covid19",5944,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",NA,NA
202053,"AR","0 - 9",0,"altersklasse_covid19",5944,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0,0
202101,"AR","0 - 9",1,"altersklasse_covid19",5944,1,0.02,NA,0.02,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.001,0.1
202102,"AR","0 - 9",0,"altersklasse_covid19",5944,1,0,0.01,0.02,0.29,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",NA,NA
202103,"AR","0 - 9",0,"altersklasse_covid19",5944,1,0,0.01,0.02,0.29,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0,0
202104,"AR","0 - 9",1,"altersklasse_covid19",5944,2,0.02,0.01,0.03,0.29,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.001,0.1
202105,"AR","0 - 9",0,"altersklasse_covid19",5944,2,0,0,0.03,0.14,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",NA,NA
202106,"AR","0 - 9",0,"altersklasse_covid19",5944,2,0,0,0.03,0.14,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0,0
202107,"AR","0 - 9",0,"altersklasse_covid19",5944,2,0,0,0.03,0.14,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0,0
202108,"AR","0 - 9",0,"altersklasse_covid19",5944,2,0,0,0.03,0,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0,0
202109,"AR","0 - 9",0,"altersklasse_covid19",5944,2,0,NA,0.03,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0,0
202110,"AR","0 - 9",0,"altersklasse_covid19",5944,2,0,NA,0.03,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0,0
202111,"AR","0 - 9",0,"altersklasse_covid19",5944,2,0,NA,0.03,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0,0
202052,"AR","10 - 19",0,"altersklasse_covid19",5254,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",NA,NA
202053,"AR","10 - 19",0,"altersklasse_covid19",5254,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0,0
202101,"AR","10 - 19",0,"altersklasse_covid19",5254,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0,0
202102,"AR","10 - 19",0,"altersklasse_covid19",5254,0,0,0.01,0,0.57,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",NA,NA
202103,"AR","10 - 19",2,"altersklasse_covid19",5254,2,0.04,0.01,0.04,0.57,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.001,0.1
202104,"AR","10 - 19",2,"altersklasse_covid19",5254,4,0.04,0.02,0.08,0.86,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.001,0.1
202105,"AR","10 - 19",0,"altersklasse_covid19",5254,4,0,0.02,0.08,1.14,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",NA,NA
202106,"AR","10 - 19",0,"altersklasse_covid19",5254,4,0,0.02,0.08,1.14,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0,0
202107,"AR","10 - 19",2,"altersklasse_covid19",5254,6,0.04,0.02,0.11,0.86,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.002,0.2
202108,"AR","10 - 19",2,"altersklasse_covid19",5254,8,0.04,0.02,0.15,0.86,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.003,0.3
202109,"AR","10 - 19",0,"altersklasse_covid19",5254,8,0,NA,0.15,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0,0
202110,"AR","10 - 19",0,"altersklasse_covid19",5254,8,0,NA,0.15,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0,0
202111,"AR","10 - 19",2,"altersklasse_covid19",5254,10,0.04,NA,0.19,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.002,0.2
202052,"AR","20 - 29",0,"altersklasse_covid19",6318,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",NA,NA
202053,"AR","20 - 29",0,"altersklasse_covid19",6318,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0,0
202101,"AR","20 - 29",6,"altersklasse_covid19",6318,6,0.09,NA,0.09,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.009,0.9
202102,"AR","20 - 29",0,"altersklasse_covid19",6318,6,0,0.12,0.09,7.86,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",NA,NA
202103,"AR","20 - 29",29,"altersklasse_covid19",6318,35,0.46,0.17,0.55,11,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.021,2.1
202104,"AR","20 - 29",20,"altersklasse_covid19",6318,55,0.32,0.19,0.87,12.29,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.012,1.2
202105,"AR","20 - 29",0,"altersklasse_covid19",6318,55,0,0.19,0.87,11.86,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",NA,NA
202106,"AR","20 - 29",22,"altersklasse_covid19",6318,77,0.35,0.22,1.22,13.86,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.089,8.9
202107,"AR","20 - 29",9,"altersklasse_covid19",6318,86,0.14,0.17,1.36,10.71,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.007,0.7
202108,"AR","20 - 29",3,"altersklasse_covid19",6318,89,0.05,0.16,1.41,10.29,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.004,0.4
202109,"AR","20 - 29",14,"altersklasse_covid19",6318,103,0.22,NA,1.63,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.023,2.3
202110,"AR","20 - 29",7,"altersklasse_covid19",6318,110,0.11,NA,1.74,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.018,1.8
202111,"AR","20 - 29",17,"altersklasse_covid19",6318,127,0.27,NA,2.01,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.014,1.4
202052,"AR","30 - 39",0,"altersklasse_covid19",7132,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",NA,NA
202053,"AR","30 - 39",0,"altersklasse_covid19",7132,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0,0
202101,"AR","30 - 39",7,"altersklasse_covid19",7132,7,0.1,NA,0.1,NA,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.01,1
202102,"AR","30 - 39",0,"altersklasse_covid19",7132,7,0,0.2,0.1,14,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",NA,NA
202103,"AR","30 - 39",43,"altersklasse_covid19",7132,50,0.6,0.26,0.7,18.71,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.031,3.1
202104,"AR","30 - 39",48,"altersklasse_covid19",7132,98,0.67,0.29,1.37,20.86,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.029,2.9
202105,"AR","30 - 39",0,"altersklasse_covid19",7132,98,0,0.32,1.37,22.57,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",NA,NA
202106,"AR","30 - 39",33,"altersklasse_covid19",7132,131,0.46,0.37,1.84,26.43,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.134,13.4
202107,"AR","30 - 39",15,"altersklasse_covid19",7132,146,0.21,0.3,2.05,21.71,"COVID19VaccDosesAdministered","2021-03-26_08-57-10","detailed",0.011,1.1
