"datum","entries","entries_pos","entries_neg","sumTotal","timeframe_7d","sumTotal_last7d","timeframe_14d","sumTotal_last14d","timeframe_28d","sumTotal_last28d","timeframe_phase2","sumTotal_Phase2","timeframe_phase2b","sumTotal_Phase2b","sum7d","sum14d","mean7d","mean14d","pos_anteil","pos_anteil_mean7d","timeframe_all","anteil_pos_all","anteil_pos_14","anteil_pos_28","anteil_pos_phase2","anteil_pos_phase2b","pop","inz_entries","inzmean7d","inzmean14d","inzsumTotal","inzsumTotal_last7d","inzsumTotal_last14d","inzsumTotal_last28d","inzsumTotal_Phase2","inzsumTotal_Phase2b","inzsum7d","inzsum14d","entries_diff_last_age","entries_diff_last","type","version","datum_unit","nachweismethode","geoRegion"
2020-03-02,478,21,457,2782,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2321,2422,493.14,591.14,4.4,8.96,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,5.53,5.7,6.84,32.18,NA,NA,NA,NA,NA,26.85,28.02,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-03,716,66,650,3498,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2868,3129,565.71,734.21,9.2,10.09,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,8.28,6.54,8.49,40.46,NA,NA,NA,NA,NA,33.18,36.2,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-04,593,84,509,4091,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,3144,3708,632.86,906.14,14.2,10.63,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,6.86,7.32,10.48,47.32,NA,NA,NA,NA,NA,36.37,42.89,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-05,587,132,455,4678,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,3452,4285,686,1217.21,22.5,11.63,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,6.79,7.94,14.08,54.11,NA,NA,NA,NA,NA,39.93,49.57,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-06,957,97,860,5635,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,3960,5229,850.71,1520.07,10.1,12.29,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,11.07,9.84,17.58,65.18,NA,NA,NA,NA,NA,45.81,60.49,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-07,727,67,660,6362,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,4430,5954,1058.71,1876.29,9.2,12.39,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,8.41,12.25,21.7,73.59,NA,NA,NA,NA,NA,51.24,68.87,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-08,744,88,656,7106,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,4802,6693,1363.14,2030,11.8,12.31,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,8.61,15.77,23.48,82.2,NA,NA,NA,NA,NA,55.55,77.42,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-09,1631,147,1484,8737,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,5955,8276,1941.29,2372.93,9,10.1,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,18.87,22.46,27.45,101.07,NA,NA,NA,NA,NA,68.89,95.73,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-10,2172,215,1957,10909,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,7411,10279,2474.43,2989.86,9.9,9.96,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,25.12,28.62,34.59,126.19,NA,NA,NA,NA,NA,85.73,118.9,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-11,2724,372,2352,13633,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,9542,12686,3119.71,3704,13.7,9.94,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,31.51,36.09,42.85,157.7,NA,NA,NA,NA,NA,110.38,146.75,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-12,4634,324,4310,18267,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,13589,17041,3374,4349,7,10.31,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,53.6,39.03,50.31,211.31,NA,NA,NA,NA,NA,157.19,197.12,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-13,4689,426,4263,22956,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,17321,21281,3895.14,4857.93,9.1,10.36,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,54.24,45.06,56.19,265.55,NA,NA,NA,NA,NA,200.36,246.17,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-14,5244,479,4765,28200,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,21838,26268,4921,5262.64,9.1,10.57,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,60.66,56.92,60.88,326.21,NA,NA,NA,NA,NA,252.61,303.86,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-15,2524,363,2161,30724,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,23618,28420,6044.86,5444.43,14.4,10.39,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,29.2,69.92,62.98,355.41,NA,NA,NA,NA,NA,273.21,328.75,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-16,5279,489,4790,36003,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,27266,33221,6756.71,5802.29,9.3,11.39,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,61.07,78.16,67.12,416.47,NA,NA,NA,NA,NA,315.4,384.29,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-17,9353,1062,8291,45356,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,34447,41858,7241.43,6061.21,11.4,12.27,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,108.19,83.77,70.11,524.66,NA,NA,NA,NA,NA,398.47,484.2,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-18,10591,1315,9276,55947,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,42314,51856,7405.57,6414.14,12.4,13.5,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,122.51,85.67,74.2,647.18,NA,NA,NA,NA,NA,489.47,599.85,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-19,9617,1346,8271,65564,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,47297,60886,7514.86,6644.71,14,14.93,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,111.25,86.93,76.86,758.42,NA,NA,NA,NA,NA,547.12,704.31,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-20,8082,1240,6842,73646,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,50690,68011,7709.43,6823.79,15.3,16.31,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,93.49,89.18,78.94,851.91,NA,NA,NA,NA,NA,586.37,786.73,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-21,6393,1133,5260,80039,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,51839,73677,7201.43,6860.86,17.7,18.41,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,73.95,83.3,79.36,925.87,NA,NA,NA,NA,NA,599.66,852.27,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-22,3289,804,2485,83328,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,52604,76222,6783.43,6877.71,24.4,18.84,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,38.05,78.47,79.56,963.91,NA,NA,NA,NA,NA,608.51,881.71,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-23,6641,1259,5382,89969,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,53966,81232,6532.71,6821.21,19,19.23,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,76.82,75.57,78.91,1040.73,NA,NA,NA,NA,NA,624.26,939.67,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-24,5797,1514,4283,95766,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,50410,84857,6406.14,6661.79,26.1,19.7,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,67.06,74.1,77.06,1107.79,NA,NA,NA,NA,NA,583.13,981.6,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-25,7665,1183,6482,103431,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,47484,89798,6316.14,6380.79,15.4,19.67,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,88.67,73.06,73.81,1196.46,NA,NA,NA,NA,NA,549.28,1038.75,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-26,7862,1313,6549,111293,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,45729,93026,6240.57,6190.93,16.7,19.17,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,90.95,72.19,71.61,1287.4,NA,NA,NA,NA,NA,528.98,1076.09,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-27,7196,1339,5857,118489,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,44843,95533,5933,6078.86,18.6,19.94,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,83.24,68.63,70.32,1370.64,NA,NA,NA,NA,NA,518.73,1105.09,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-28,5763,1006,4757,124252,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,44213,96052,6122.14,5993.93,17.5,18.99,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,66.66,70.82,69.34,1437.31,NA,NA,NA,NA,NA,511.44,1111.1,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-29,2760,576,2184,127012,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,43684,96288,5978.14,5995.07,20.9,19.2,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,31.93,69.15,69.35,1469.23,NA,NA,NA,NA,NA,505.32,1113.83,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-30,4488,1097,3391,131500,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,41531,95497,5849.14,5813.93,24.4,19,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,51.92,67.66,67.25,1521.15,NA,NA,NA,NA,NA,480.42,1104.68,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-03-31,7121,1382,5739,138621,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,42855,93265,5751.57,5889.5,19.4,18.61,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,82.37,66.53,68.13,1603.52,NA,NA,NA,NA,NA,495.73,1078.86,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-04-01,6657,1126,5531,145278,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,41847,89331,5671.71,5810.64,16.9,18.04,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,77.01,65.61,67.22,1680.53,NA,NA,NA,NA,NA,484.07,1033.35,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-04-02,6959,1063,5896,152237,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,40944,86673,5749.57,5678.79,15.3,16.74,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,80.5,66.51,65.69,1761.03,NA,NA,NA,NA,NA,473.63,1002.61,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-04-03,6513,1038,5475,158750,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,40261,85104,5694.86,5449,15.9,15.87,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,75.34,65.88,63.03,1836.37,NA,NA,NA,NA,NA,465.73,984.46,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-04-04,5204,705,4499,163954,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,39702,83915,5656.86,5236.71,13.5,15.13,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,60.2,65.44,60.58,1896.57,NA,NA,NA,NA,NA,459.26,970.7,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-04-05,3305,389,2916,167259,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,40247,83931,5643.14,5203.79,11.8,14.44,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,38.23,65.28,60.2,1934.8,NA,NA,NA,NA,NA,465.56,970.89,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-04-06,4105,752,3353,171364,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,39864,81395,5508.43,5040,18.3,13.97,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,47.49,63.72,58.3,1982.28,NA,NA,NA,NA,NA,461.13,941.55,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-04-07,6855,974,5881,178219,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,39598,82453,5146.43,4811.5,14.2,13.24,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,79.3,59.53,55.66,2061.58,NA,NA,NA,NA,NA,458.06,953.79,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-04-08,6561,797,5764,184780,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,39502,81349,4801.71,4735,12.1,13.24,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,75.9,55.54,54.77,2137.47,NA,NA,NA,NA,NA,456.95,941.02,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
2020-04-09,6016,722,5294,190796,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,38559,79503,4658,4604.36,12,13.29,TRUE,12.8,7.9,9.5,13.2,16.4,8644780,69.59,53.88,53.26,2207.07,NA,NA,NA,NA,NA,446.04,919.66,1,31916,"COVID19Tests","2021-02-05_07-44-50","day","all","CHFL"
